DATETIME;t(s);0;1;2;3;4;5;6;7;8;9;$P_e$(2.2m);$P_e$(2.6m);$P_e$(3.0m);$P_e$(3.4m);$P_e$(3.8m)
2015-06-24 12:36:00;1670;139159.30550432252;139579.73385295452;145521.6593780379;145734.15997661123;152936.15587647096;153198.49638447646;157785.50103883774;157663.21953607918;165313.72403919528;165737.60970130682;139476.78908;145661.3888;152969.8344;157809.95591999998;165552.7714
2015-06-24 12:38:00;1780;139232.02214083963;139527.51236836988;145474.10316151698;145822.95205376187;152953.15145744348;153320.11436610547;157819.8765602855;157845.77422139447;165630.1166897812;165837.56698363755;139438.86789999998;145695.8626;153004.3082;157878.90352;165704.45612
2015-06-24 12:40:00;1900;139378.38192758046;139597.07488368716;145552.39778009904;145768.34698861686;152761.60177058718;153018.1836740767;157748.38808427923;158122.9831541859;165396.13279033528;165657.10915917455;139452.65742;145609.6781;152859.51824;158023.69348;165511.40284
2015-06-24 12:42:00;2020;139328.17013685047;139463.85681157486;145547.6390394871;145901.43237118295;153020.9441811369;152989.02824728112;157537.74561037315;158028.18473084006;165770.42118161122;166092.00761766115;139390.60457999998;145537.28311999998;152852.62348;157830.6402;165780.29848
2015-06-24 12:44:00;2140;139216.01745879874;139611.87332660443;145753.92380929587;145528.92483453028;152717.52648077995;153037.17577236943;157754.8744036908;158128.73917775616;165698.4808949778;165813.36201086297;139418.18362;145626.915;152762.9916;158065.06204;165669.98232
2015-06-24 12:46:00;2290;139192.04082811074;139657.84861303173;145084.2947399511;145526.96381833736;152940.41543462602;153013.97004794088;157965.1882548111;157774.07298800768;165442.174434502;166171.66492630233;139369.9203;145540.7305;152928.46584;157975.43016;165800.98275999998
2015-06-24 12:48:00;2400;139017.8008821575;139460.15038778816;145295.2224425609;145850.98691043383;152744.14096360208;152962.09547649356;157709.5781579158;158387.92920301203;165569.18907770264;166048.1585898738;139304.42007999998;145640.70452;152928.46584;157934.0616;165621.71899999998
2015-06-24 12:50:00;2520;139345.22983529308;139551.2407694908;145249.8887514875;145546.12346335713;152370.85172603623;153069.8914655528;157563.60361914497;157979.712167629;165468.8077924357;166008.80879801596;139394.05195999998;145637.25714;152790.57064;157844.42972;165580.35044
2015-06-24 12:52:00;2640;139315.0335748649;139433.00326803798;145610.22173606124;145878.50505440496;152757.56969682223;153152.95215587877;157585.66143061887;158028.2965049335;165369.63349915275;165735.5606956755;139297.52532;145633.80976;152921.57108;157899.58779999998;165614.82424
2015-06-24 12:54:00;2750;139200.72166859047;139618.28430708;145551.23037742582;145937.59892416938;152384.36216854403;152790.40429142356;158017.61902713022;158005.7545934762;165550.03229302808;165848.76583452654;139456.1048;145633.80976;152631.99115999998;157968.5354;165787.19324
2015-06-24 12:56:00;2870;139058.1329052524;139298.29479145075;145648.60142841475;145978.33836776207;152532.68063195128;152785.37812455482;157868.51837703778;158117.56047675255;165873.55685840725;165520.6283880062;139304.42007999998;145726.88902;152666.46495999998;157920.27208;165849.24608
2015-06-24 12:58:00;2990;139207.81331529014;139510.09702879883;145457.17819198064;145668.58705614798;152331.56261442407;152714.96612151733;157344.15376065395;157767.80163963055;165210.34760073762;165909.57084145196;139363.02554;145682.07308;152549.25404;157816.85067999997;165635.50852
2015-06-24 13:00:00;3100;139023.5552470192;139409.91087595376;145409.50269507922;145582.8584734051;152589.63602144324;153070.26946424338;157570.2552040574;158046.8890426795;165625.1473728254;165947.82495225023;139394.05195999998;145561.41478;152776.78112;157872.00876;165828.5618
2015-06-24 13:02:00;3220;139201.8400679275;139722.43072021997;145458.82908895076;145724.14599283622;152706.43162974424;153048.7535600475;157673.1136782616;158171.10454716856;165913.0276279753;166192.35354660673;139280.28842;145526.94097999998;152762.9916;158003.0092;165904.40415999998
2015-06-24 13:04:00;3340;139172.6387779209;139515.6243625578;145389.7173953617;145522.2678402256;152684.1924824652;153071.25206577012;157607.1869584509;158105.65518432864;165722.21132904562;166253.41152744528;139325.10436;145626.915;152700.93876;157775.48212;165897.50939999998
2015-06-24 13:06:00;3490;139112.8453819278;139478.08249971282;145632.45379410428;146063.6174428871;152259.1157227982;153344.32628007798;157480.77383641212;157673.93996896033;165423.4679379987;165906.21193946822;139280.28842;145640.70452;152569.93832;157720.32403999998;165669.98232
2015-06-24 13:08:00;3610;139283.22674596502;139698.55822667267;144989.2685229468;145919.86377864607;152426.58637774742;152889.29197641165;158172.25113007458;157671.41452120227;165917.44162379397;166079.41771380362;139369.9203;145540.7305;152673.35972;157858.21924;165773.40372
2015-06-24 13:10:00;3720;138625.00199035855;139472.97508235907;145021.86043667258;146423.0091079759;152466.0177368022;152607.01545537234;158221.69275177154;157929.9109579488;165471.996176863;166310.27904034202;139304.42007999998;145588.99381999997;152666.46495999998;157906.48256;165931.9832
2015-06-24 13:12:00;3840;138916.39446721168;139798.45701992346;145686.571585234;146166.2255069759;152781.26522529035;153227.98173053266;157818.60767474645;158063.41696475213;166110.04523967975;166333.8765773362;139276.84104;145706.20474;152762.9916;157954.74588;165966.457
