DATETIME;SECOND;PASSED_SECONDS;PASSED_MSECONDS;P_1B;P_1C;FL_M_2A;P_2B;P_2C;P_Gas_3B;P_3C;P_4A;P_4B;P_4C;P_5B;P_5C;P_6A;P_6B;P_6C;P_7B;P_7C;P_8A;P_8B;P_8C;P_9B;P_9C;T_1;T_2;T_3;T_4;T_5;T_6;T_7;T_8;T_9;LC_1;LC_2;LC_3
2016-01-14 21:36:00;0;46768;46768567;-3.13;-1.019;-10.9;-3.909;-1.708;4.362;22.772;-0.179;-2.503;-2.194;-6.579;-1.294;0.802;-0.344;-3.537;10.09;0.424;-0.87;-2.58;-1.832;4.322;4.51;40.399;42.871;43.737;43.698;2305.393;43.222;41.058;40.717;35.329;1347.488;1433.876;1229.942
2016-01-14 21:38:00;0;46888;46888567;-3.079;-0.988;-10.34;-3.873;-1.673;4.312;22.629;-0.187;-2.476;-2.095;-6.497;-1.222;0.852;-0.326;-3.468;10.128;0.447;-0.831;-2.547;-1.805;4.19;4.45;40.341;42.798;43.671;43.7;2305.362;43.175;40.992;40.608;35.376;1346.24;1433.032;1228.83
2016-01-14 21:40:00;0;47008;47008567;-3.046;-0.94;-9.78;-3.875;-1.646;4.239;22.499;-0.194;-2.444;-2.029;-6.452;-1.173;0.885;-0.303;-3.439;10.097;0.494;-0.808;-2.494;-1.751;4.081;4.354;40.22;42.743;43.633;43.602;2305.384;43.132;40.772;40.597;35.28;1345.067;1431.773;1227.65
2016-01-14 21:42:00;0;47128;47128567;-3.001;-0.918;-9.26;-3.81;-1.634;4.183;22.329;-0.209;-2.426;-1.99;-6.391;-1.131;0.925;-0.24;-3.38;10.162;0.51;-0.741;-2.431;-1.724;3.937;4.259;40.228;42.716;43.61;43.563;2305.379;43.067;40.885;40.617;35.394;1343.505;1431.269;1226.222
2016-01-14 21:44:00;0;47248;47248567;-2.935;-0.87;-8.75;-3.789;-1.6;4.13;22.154;-0.188;-2.376;-1.915;-6.346;-1.087;0.986;-0.223;-3.331;10.168;0.565;-0.722;-2.396;-1.661;3.686;4.142;40.156;42.673;43.527;43.54;2305.325;43.053;40.823;40.532;35.211;1342.463;1430.532;1224.929
2016-01-14 21:46:00;0;47368;47368567;-2.864;-0.849;-8.24;-3.778;-1.587;4.115;22.035;-0.179;-2.337;-1.874;-6.268;-1.05;1.007;-0.152;-3.265;10.124;0.589;-0.643;-2.36;-1.627;3.525;4.067;40.082;42.626;43.475;43.435;2305.306;43.037;40.849;40.468;35.273;1352.539;1439.921;1227.879
2016-01-14 21:48:00;0;47488;47488567;-2.793;-0.775;-7.73;-3.738;-1.555;4.118;22.005;-0.198;-2.308;-1.818;-6.233;-1.017;1.056;-0.107;-3.21;10.121;0.64;-0.628;-2.326;-1.598;3.296;3.928;40.086;42.588;43.382;43.433;2305.323;42.946;40.739;40.461;35.273;1364.106;1451.261;1231.54
2016-01-14 21:50:00;0;47608;47608567;-2.753;-0.673;-7.27;-3.684;-1.519;4.14;21.931;-0.194;-2.275;-1.761;-6.213;-0.963;1.087;-0.082;-3.141;10.083;0.622;-0.579;-2.253;-1.568;3.139;3.865;40.042;42.536;43.369;43.403;2305.303;42.874;40.671;40.31;35.162;1377.494;1464.703;1235.985
2016-01-14 21:52:00;0;47728;47728567;-2.705;-0.61;-6.83;-3.696;-1.501;4.164;21.854;-0.192;-2.25;-1.684;-6.133;-0.933;1.101;-0.042;-3.149;10.058;0.681;-0.548;-2.215;-1.54;2.981;3.72;39.949;42.456;43.314;43.313;2305.298;42.859;40.558;40.191;34.993;1382.276;1470.289;1237.282
2016-01-14 21:54:00;0;47848;47848567;-2.64;-0.559;-6.4;-3.672;-1.452;4.191;21.699;-0.189;-2.226;-1.633;-6.082;-0.894;1.116;-0.026;-3.105;10.074;0.697;-0.523;-2.154;-1.505;2.822;3.598;39.935;42.468;43.339;43.268;2305.243;42.881;40.564;40.242;35.042;1386.187;1474.624;1238.229
2016-01-14 21:56:00;0;47968;47968567;-2.581;-0.535;-6.03;-3.643;-1.409;4.217;21.563;-0.192;-2.188;-1.568;-6.05;-0.869;1.144;-0.004;-3.083;10.059;0.725;-0.501;-2.135;-1.489;2.678;3.461;39.926;42.414;43.224;43.244;2305.202;42.771;40.625;40.187;35.238;1390.048;1478.591;1239.372
2016-01-14 21:58:00;0;48088;48088567;-2.544;-0.465;-5.7;-3.631;-1.352;4.246;21.437;-0.204;-2.176;-1.517;-5.995;-0.852;1.207;0.027;-3.029;10.023;0.738;-0.451;-2.122;-1.454;2.541;3.337;39.818;42.333;43.168;43.209;2305.153;42.698;40.563;40.178;35.139;1394.111;1483.116;1239.924
2016-01-14 22:00:00;0;48208;48208567;-2.486;-0.472;-5.35;-3.619;-1.32;4.261;21.319;-0.189;-2.157;-1.498;-5.96;-0.823;1.219;0.045;-2.965;9.996;0.785;-0.416;-2.097;-1.445;2.344;3.203;39.737;42.27;43.124;43.124;2305.175;42.619;40.485;40.154;35.104;1397.823;1487.384;1240.781
2016-01-14 22:02:00;0;48328;48328567;-2.472;-0.427;-5.05;-3.587;-1.275;4.317;21.233;-0.191;-2.153;-1.446;-5.913;-0.779;1.259;0.087;-2.953;9.937;0.806;-0.414;-2.095;-1.437;2.237;3.044;39.745;42.236;43.036;43.073;2305.2;42.613;40.502;40.141;34.997;1401.741;1491.973;1241.822
2016-01-14 22:04:00;0;48448;48448567;-2.447;-0.396;-4.77;-3.597;-1.251;4.349;21.109;-0.185;-2.133;-1.42;-5.855;-0.772;1.287;0.093;-2.96;9.945;0.844;-0.418;-2.042;-1.392;2.248;2.924;39.673;42.201;42.978;43.017;2305.201;42.52;40.458;39.96;34.932;1405.226;1496.376;1242.859
2016-01-14 22:06:00;0;48568;48568567;-2.496;-0.248;-4.55;-3.614;-1.17;4.383;21.064;-0.187;-2.109;-1.386;-5.827;-0.741;1.316;0.118;-2.908;9.921;0.865;-0.381;-2.031;-1.4;1.983;2.817;39.672;42.1;42.909;42.963;2305.246;42.478;40.328;39.886;34.956;1442.283;1546.336;1267.605
2016-01-14 22:08:00;0;48688;48688567;-2.455;-0.217;-4.3;-3.588;-1.139;4.319;20.992;-0.213;-2.122;-1.361;-5.78;-0.724;1.316;0.133;-2.924;9.892;0.871;-0.371;-2.005;-1.373;1.873;2.693;39.522;42.086;42.92;42.894;2305.23;42.41;40.292;39.988;35.003;1447.35;1553.795;1269.764
2016-01-14 22:10:00;0;48808;48808567;-2.452;-0.203;-4.09;-3.593;-1.088;4.216;20.883;-0.191;-2.092;-1.332;-5.765;-0.705;1.328;0.126;-2.886;9.838;0.878;-0.36;-2.006;-1.347;1.838;2.588;39.555;42.072;42.828;42.897;2305.16;42.442;40.298;39.986;34.837;1450.224;1558.653;1270.66
2016-01-14 22:12:00;0;48928;48928567;-2.433;-0.202;-3.91;-3.58;-1.027;4.172;20.815;-0.192;-2.081;-1.336;-5.755;-0.685;1.358;0.155;-2.866;9.812;0.896;-0.33;-1.986;-1.355;1.807;2.471;39.466;42.005;42.8;42.896;2305.111;42.385;40.229;39.867;34.89;1453.8;1563.859;1272.364
2016-01-14 22:14:00;1;49050;49050567;-2.438;-0.177;-3.74;-3.59;-1.0;4.151;20.757;-0.194;-2.068;-1.306;-5.715;-0.687;1.381;0.164;-2.854;9.786;0.92;-0.339;-1.964;-1.331;1.682;2.481;39.418;41.956;42.811;42.749;2305.098;42.287;40.273;39.895;34.965;1457.578;1569.454;1273.895
2016-01-14 22:16:00;1;49170;49170567;-2.412;-0.183;-3.58;-3.587;-0.964;4.139;20.715;-0.196;-2.035;-1.317;-5.66;-0.665;1.378;0.161;-2.805;9.782;0.917;-0.318;-1.912;-1.322;1.608;2.417;39.423;41.922;42.709;42.802;2305.086;42.272;40.177;39.851;34.827;1461.467;1575.012;1274.99
2016-01-14 22:18:00;1;49290;49290567;-2.404;-0.166;-3.44;-3.604;-0.917;4.152;20.659;-0.198;-2.02;-1.265;-5.626;-0.655;1.385;0.185;-2.82;9.748;0.888;-0.293;-1.918;-1.284;1.557;2.405;39.37;41.835;42.686;42.683;2305.108;42.159;40.094;39.749;34.73;1464.632;1580.028;1276.292
2016-01-14 22:20:00;1;49410;49410567;-2.416;-0.159;-3.31;-3.598;-0.863;4.16;20.592;-0.171;-2.017;-1.253;-5.598;-0.636;1.378;0.196;-2.771;9.749;0.924;-0.265;-1.9;-1.301;1.52;2.442;39.336;41.826;42.683;42.627;2305.071;42.143;40.159;39.803;34.9;1467.511;1584.646;1277.405
2016-01-14 22:22:00;1;49530;49530567;-2.377;-0.171;-3.2;-3.615;-0.837;4.166;20.568;-0.188;-1.996;-1.287;-5.569;-0.625;1.392;0.202;-2.783;9.72;0.918;-0.253;-1.905;-1.274;1.505;2.463;39.228;41.726;42.557;42.548;2305.049;42.11;40.024;39.715;34.74;1469.903;1588.632;1278.715
2016-01-14 22:24:00;1;49650;49650567;-2.375;-0.168;-3.09;-3.604;-0.808;4.202;20.53;-0.211;-1.976;-1.261;-5.531;-0.63;1.368;0.201;-2.785;9.708;0.922;-0.255;-1.881;-1.267;1.444;2.476;39.195;41.672;42.436;42.52;2305.094;42.07;39.95;39.626;34.815;1472.214;1592.48;1279.31
2016-01-14 22:26:00;1;49770;49770567;-2.326;-0.137;-3.0;-3.639;-0.765;4.214;20.456;-0.184;-1.971;-1.226;-5.459;-0.614;1.369;0.222;-2.727;9.681;0.91;-0.243;-1.875;-1.264;1.359;2.47;39.21;41.653;42.455;42.455;2305.102;41.953;39.984;39.659;34.746;1473.901;1598.607;1279.981
2016-01-14 22:28:00;1;49890;49890567;-2.331;-0.146;-2.96;-3.643;-0.719;4.249;20.41;-0.19;-1.972;-1.209;-5.4;-0.617;1.375;0.212;-2.725;9.68;0.92;-0.24;-1.884;-1.273;1.317;2.471;39.143;41.597;42.408;42.4;2305.074;41.944;39.987;39.559;34.756;1476.149;1603.574;1280.885
