DATETIME;PASSED_SECONDS;PASSED_MSECONDS;P_1B;P_1C;FL_M_2A;P_2B;P_2C;P_3B;P_3C;P_4A;P_4B;P_4C;P_5B;P_5C;P_6A;P_6B;P_6C;P_7B;P_7C;P_8A;P_8B;P_8C;P_9B;P_9C;T_1;T_2;T_3;T_4;T_5;T_6;T_7;T_8;T_9;LC_1;LC_2;LC_3
2015-10-05 14:30:00;15624;15624967;3.482;4.044;1539.77;5.014;2.852;4.0;3.338;-0.014;2.452;2.401;1.753;2.747;1.715;2.686;1.915;0.861;0.683;0.992;0.433;0.703;-0.089;0.073;25.795;24.632;25.484;25.672;25.336;25.667;25.707;25.316;24.394;407.709;428.122;432.637
2015-10-05 14:31:00;15684;15684967;3.422;3.967;1541.72;4.941;2.758;3.88;3.231;-0.019;2.38;2.337;1.709;2.682;1.654;2.611;1.853;0.804;0.665;0.97;0.408;0.699;-0.086;0.075;25.772;24.636;25.463;25.523;25.285;25.641;25.664;25.262;24.35;399.834;419.999;424.633
2015-10-05 14:32:00;15744;15744967;3.342;3.883;1543.53;4.858;2.655;3.841;3.144;-0.021;2.316;2.28;1.646;2.624;1.609;2.595;1.829;0.772;0.6;0.976;0.426;0.663;-0.084;0.072;25.784;24.589;25.456;25.538;25.29;25.642;25.64;25.228;24.355;392.269;412.127;416.771
2015-10-05 14:33:00;15804;15804967;3.243;3.79;1545.25;4.774;2.592;3.762;3.057;-0.02;2.279;2.222;1.581;2.568;1.572;2.549;1.764;0.727;0.582;0.942;0.405;0.646;-0.095;0.058;25.788;24.635;25.482;25.633;25.349;25.664;25.665;25.27;24.403;384.861;404.648;409.253
2015-10-05 14:34:00;15864;15864967;3.173;3.724;1547.01;4.698;2.511;3.662;2.99;0.005;2.202;2.162;1.548;2.529;1.511;2.503;1.746;0.711;0.535;0.938;0.364;0.639;-0.087;0.082;25.799;24.636;25.475;25.566;25.348;25.687;25.682;25.261;24.323;377.545;397.195;401.549
2015-10-05 14:35:00;15924;15924967;3.084;3.645;1548.72;4.645;2.445;3.618;2.948;-0.012;2.161;2.101;1.519;2.481;1.499;2.474;1.708;0.697;0.525;0.934;0.363;0.618;-0.092;0.076;25.813;24.614;25.48;25.571;25.352;25.645;25.628;25.23;24.346;370.531;389.951;394.23
2015-10-05 14:36:00;15984;15984967;3.019;3.58;1550.3;4.534;2.374;3.576;2.868;-0.018;2.132;2.059;1.491;2.468;1.472;2.453;1.655;0.642;0.508;0.909;0.382;0.595;-0.09;0.08;25.789;24.613;25.444;25.617;25.356;25.626;25.65;25.295;24.397;363.664;382.939;387.444
2015-10-05 14:37:00;16044;16044967;2.941;3.505;1551.95;4.51;2.309;3.521;2.813;-0.009;2.073;2.037;1.455;2.429;1.426;2.427;1.646;0.636;0.456;0.901;0.337;0.572;-0.08;0.055;25.744;24.524;25.415;25.6;25.377;25.571;25.597;25.259;24.396;357.2;376.458;380.462
2015-10-05 14:38:00;16104;16104967;2.891;3.437;1553.54;4.433;2.251;3.451;2.765;-0.046;2.056;2.017;1.439;2.411;1.413;2.395;1.59;0.595;0.433;0.891;0.308;0.555;-0.072;0.072;25.662;24.576;25.392;25.62;25.345;25.588;25.636;25.28;24.414;350.914;369.82;373.948
2015-10-05 14:39:00;16164;16164967;2.82;3.37;1554.9;4.408;2.204;3.402;2.696;-0.019;2.015;1.989;1.406;2.377;1.384;2.374;1.594;0.584;0.41;0.849;0.283;0.528;-0.101;0.077;25.736;24.674;25.444;25.649;25.275;25.629;25.689;25.302;24.411;344.845;363.646;367.668
2015-10-05 14:40:00;16224;16224967;2.77;3.308;1556.49;4.307;2.157;3.365;2.644;-0.017;1.996;1.946;1.366;2.335;1.343;2.349;1.555;0.552;0.377;0.832;0.256;0.502;-0.084;0.059;25.708;24.668;25.448;25.6;25.336;25.63;25.689;25.277;24.321;339.045;357.626;361.584
2015-10-05 14:41:00;16284;16284967;2.711;3.25;1557.92;4.291;2.082;3.319;2.6;-0.033;1.961;1.934;1.348;2.323;1.306;2.329;1.544;0.507;0.347;0.822;0.251;0.504;-0.081;0.061;25.751;24.601;25.436;25.594;25.35;25.621;25.647;25.264;24.312;333.319;351.884;355.846
2015-10-05 14:42:00;16344;16344967;2.641;3.198;1559.33;4.21;2.047;3.277;2.561;-0.005;1.919;1.875;1.313;2.302;1.286;2.29;1.494;0.475;0.311;0.784;0.224;0.471;-0.088;0.056;25.72;24.5;25.394;25.481;25.234;25.598;25.643;25.221;24.193;327.966;346.23;350.111
2015-10-05 14:43:00;16404;16404967;2.594;3.134;1560.51;4.188;1.979;3.228;2.509;-0.026;1.885;1.859;1.303;2.258;1.266;2.27;1.467;0.458;0.298;0.798;0.217;0.463;-0.072;0.057;25.717;24.447;25.394;25.593;25.336;25.635;25.652;25.268;24.346;322.71;340.796;344.741
2015-10-05 14:44:00;16464;16464967;2.55;3.087;1561.83;4.139;1.962;3.189;2.456;-0.024;1.885;1.849;1.278;2.236;1.248;2.249;1.43;0.444;0.283;0.776;0.202;0.447;-0.085;0.057;25.725;24.526;25.427;25.648;25.336;25.619;25.667;25.292;24.406;317.711;335.643;339.599
2015-10-05 14:45:00;16524;16524967;2.477;3.019;1563.19;4.075;1.911;3.12;2.403;-0.009;1.836;1.811;1.27;2.206;1.215;2.233;1.421;0.431;0.247;0.771;0.186;0.401;-0.079;0.055;25.724;24.494;25.409;25.563;25.272;25.656;25.672;25.246;24.345;312.87;330.733;334.543
2015-10-05 14:46:00;16584;16584967;2.424;2.989;1564.52;4.021;1.857;3.08;2.372;-0.021;1.827;1.771;1.232;2.194;1.188;2.202;1.41;0.398;0.22;0.736;0.177;0.401;-0.067;0.066;25.716;24.558;25.435;25.673;25.375;25.646;25.667;25.22;24.311;308.027;326.051;329.534
2015-10-05 14:47:00;16644;16644967;2.397;2.957;1565.45;3.976;1.805;3.036;2.316;-0.018;1.808;1.75;1.232;2.187;1.165;2.182;1.384;0.371;0.209;0.729;0.15;0.354;-0.082;0.051;25.754;24.619;25.438;25.651;25.39;25.702;25.704;25.313;24.33;303.531;320.907;324.578
2015-10-05 14:48:00;16704;16704967;2.339;2.909;1566.74;3.976;1.793;3.0;2.264;-0.027;1.769;1.714;1.19;2.127;1.135;2.176;1.363;0.342;0.187;0.706;0.119;0.348;-0.084;0.038;25.739;24.589;25.467;25.637;25.387;25.688;25.653;25.243;24.248;299.013;316.368;320.025
2015-10-05 14:49:00;16764;16764967;2.304;2.864;1567.92;3.913;1.741;2.943;2.211;-0.023;1.769;1.727;1.159;2.115;1.112;2.139;1.308;0.335;0.155;0.702;0.089;0.332;-0.073;0.052;25.721;24.632;25.447;25.583;25.351;25.657;25.623;25.241;24.18;294.582;311.941;315.551
2015-10-05 14:50:00;16824;16824967;2.265;2.8;1568.82;3.882;1.693;2.889;2.169;-0.018;1.722;1.694;1.164;2.101;1.086;2.113;1.316;0.273;0.143;0.688;0.064;0.307;-0.072;0.026;25.7;24.607;25.433;25.57;25.328;25.657;25.638;25.257;24.316;290.403;307.646;311.102
2015-10-05 14:51:00;16884;16884967;2.213;2.762;1569.98;3.848;1.668;2.856;2.162;-0.018;1.702;1.665;1.122;2.065;1.059;2.105;1.27;0.28;0.118;0.653;0.077;0.286;-0.052;0.039;25.688;24.436;25.378;25.584;25.313;25.609;25.613;25.2;24.208;286.401;303.502;307.053
2015-10-05 14:52:00;16944;16944967;2.183;2.74;1571.11;3.797;1.64;2.816;2.142;-0.014;1.677;1.63;1.109;2.066;1.027;2.071;1.261;0.248;0.088;0.64;0.032;0.281;-0.067;0.043;25.709;24.568;25.405;25.569;25.294;25.618;25.597;25.211;24.221;282.474;299.502;303.173
2015-10-05 14:53:00;17004;17004967;2.147;2.681;1571.93;3.775;1.611;2.805;2.124;-0.011;1.649;1.597;1.075;2.046;1.031;2.058;1.235;0.228;0.065;0.638;0.035;0.276;-0.066;0.031;25.693;24.568;25.343;25.626;25.335;25.581;25.591;25.248;24.247;278.808;295.798;299.542
2015-10-05 14:54:00;17064;17064967;2.106;2.645;1573.03;3.745;1.573;2.751;2.086;0.006;1.623;1.59;1.058;2.03;1.016;2.039;1.186;0.207;0.037;0.621;0.009;0.267;-0.053;0.05;25.707;24.556;25.398;25.624;25.417;25.706;25.71;25.308;24.321;275.284;292.121;295.727
2015-10-05 14:55:00;17124;17124967;2.071;2.613;1574.07;3.721;1.571;2.755;2.063;-0.027;1.632;1.586;1.051;2.005;0.985;2.023;1.214;0.196;0.021;0.615;0.004;0.227;-0.07;0.042;25.68;24.481;25.37;25.585;25.348;25.66;25.669;25.25;24.273;271.962;288.524;292.411
2015-10-05 14:56:00;17184;17184967;2.024;2.578;1574.88;3.703;1.544;2.735;2.048;-0.007;1.625;1.556;1.036;1.981;0.963;1.982;1.157;0.178;0.011;0.607;-0.007;0.219;-0.058;0.042;25.669;24.553;25.379;25.579;25.279;25.602;25.656;25.246;24.243;268.814;285.379;289.138
2015-10-05 14:57:00;17244;17244967;2.006;2.541;1575.94;3.666;1.506;2.716;2.023;0.0;1.591;1.548;1.002;1.972;0.935;1.983;1.181;0.172;0.001;0.583;-0.027;0.213;-0.06;0.017;25.66;24.568;25.364;25.575;25.319;25.636;25.619;25.224;24.159;265.797;282.219;285.985
2015-10-05 14:58:00;17304;17304967;2.002;2.518;1576.71;3.645;1.499;2.709;2.019;-0.017;1.592;1.525;1.001;1.932;0.927;1.957;1.143;0.159;-0.02;0.585;-0.026;0.215;-0.074;0.042;25.633;24.46;25.334;25.555;25.304;25.594;25.613;25.247;24.231;262.936;279.285;283.404
2015-10-05 14:59:00;17364;17364967;1.957;2.493;1577.63;3.628;1.497;2.701;1.987;-0.009;1.571;1.525;0.977;1.935;0.904;1.93;1.112;0.151;-0.024;0.573;-0.035;0.205;-0.064;0.032;25.628;24.492;25.371;25.585;25.388;25.649;25.662;25.274;24.271;260.263;276.528;280.279
2015-10-05 15:00:00;17424;17424967;1.933;2.461;1578.35;3.619;1.46;2.7;1.996;-0.013;1.56;1.514;0.97;1.92;0.91;1.909;1.095;0.134;-0.061;0.574;-0.039;0.199;-0.051;0.023;25.579;24.458;25.325;25.574;25.347;25.596;25.605;25.238;24.247;257.594;273.701;277.741
2015-10-05 15:01:00;17484;17484967;1.896;2.439;1579.36;3.602;1.453;2.669;1.983;-0.022;1.569;1.492;0.955;1.918;0.877;1.914;1.11;0.125;-0.048;0.567;-0.049;0.195;-0.041;0.029;25.56;24.342;25.322;25.573;25.314;25.589;25.605;25.245;24.242;255.247;271.421;275.186
2015-10-05 15:02:00;17544;17544967;1.886;2.407;1579.97;3.6;1.457;2.632;1.957;-0.023;1.534;1.499;0.934;1.889;0.864;1.9;1.112;0.122;-0.054;0.561;-0.066;0.21;-0.037;0.045;25.563;24.391;25.29;25.512;25.275;25.58;25.59;25.212;24.236;252.921;269.112;273.028
2015-10-05 15:03:00;17604;17604967;1.865;2.395;1580.94;3.57;1.448;2.66;1.965;-0.031;1.542;1.488;0.949;1.903;0.859;1.9;1.077;0.117;-0.067;0.541;-0.068;0.173;-0.027;0.032;25.55;24.406;25.275;25.548;25.302;25.571;25.596;25.213;24.223;250.677;266.905;270.635
2015-10-05 15:04:00;17664;17664967;1.834;2.358;1581.56;3.553;1.41;2.638;1.942;-0.033;1.514;1.447;0.927;1.88;0.858;1.904;1.077;0.107;-0.09;0.555;-0.071;0.162;-0.059;0.017;25.55;24.379;25.291;25.509;25.301;25.548;25.593;25.18;24.269;248.495;264.484;268.499
2015-10-05 15:05:00;17724;17724967;1.83;2.349;1582.43;3.54;1.415;2.632;1.934;-0.055;1.504;1.447;0.905;1.876;0.844;1.884;1.072;0.096;-0.08;0.549;-0.081;0.164;-0.037;0.021;25.539;24.353;25.249;25.489;25.317;25.552;25.587;25.185;24.209;246.603;262.544;266.384
2015-10-05 15:06:00;17784;17784967;1.804;2.319;1583.05;3.515;1.392;2.626;1.937;-0.044;1.501;1.416;0.868;1.868;0.823;1.886;1.057;0.093;-0.093;0.551;-0.069;0.163;-0.032;0.021;25.507;24.332;25.203;25.538;25.303;25.548;25.605;25.21;24.276;244.716;260.489;264.397
2015-10-05 15:07:00;17844;17844967;1.798;2.318;1583.89;3.528;1.397;2.627;1.917;-0.036;1.48;1.414;0.875;1.875;0.828;1.864;1.042;0.065;-0.096;0.535;-0.068;0.163;-0.054;0.008;25.491;24.252;25.216;25.529;25.305;25.534;25.589;25.219;24.272;242.999;258.68;262.587
2015-10-05 15:08:00;17904;17904967;1.772;2.284;1584.47;3.506;1.396;2.606;1.915;-0.03;1.494;1.428;0.86;1.84;0.816;1.877;1.038;0.071;-0.123;0.526;-0.081;0.15;-0.045;0.022;25.48;24.253;25.172;25.568;25.326;25.52;25.572;25.232;24.28;241.199;256.941;260.76
2015-10-05 15:09:00;17964;17964967;1.755;2.275;1585.18;3.513;1.384;2.608;1.909;-0.023;1.492;1.435;0.854;1.826;0.807;1.868;1.037;0.061;-0.103;0.528;-0.09;0.155;-0.046;0.032;25.494;24.257;25.186;25.435;25.271;25.552;25.598;25.223;24.277;239.495;255.225;259.252
2015-10-05 15:10:00;18024;18024967;1.736;2.273;1585.96;3.505;1.368;2.597;1.897;-0.03;1.463;1.406;0.834;1.815;0.825;1.838;1.047;0.023;-0.126;0.526;-0.117;0.155;-0.009;0.02;25.483;24.317;25.181;25.498;25.306;25.582;25.614;25.238;24.283;237.825;253.387;257.686
2015-10-05 15:11:00;18084;18084967;1.716;2.24;1586.47;3.483;1.361;2.617;1.897;-0.019;1.459;1.388;0.835;1.82;0.796;1.848;1.013;0.017;-0.122;0.526;-0.092;0.149;-0.038;0.04;25.487;24.336;25.229;25.508;25.325;25.616;25.626;25.22;24.279;236.322;251.829;255.782
2015-10-05 15:12:00;18144;18144967;1.714;2.252;1587.18;3.452;1.355;2.62;1.88;-0.028;1.476;1.394;0.847;1.821;0.776;1.825;1.026;0.002;-0.151;0.524;-0.103;0.133;-0.032;0.034;25.519;24.339;25.189;25.527;25.314;25.618;25.628;25.225;24.198;235.075;250.31;254.343
2015-10-05 15:13:00;18204;18204967;1.683;2.207;1587.81;3.459;1.371;2.592;1.878;-0.017;1.453;1.391;0.816;1.819;0.769;1.833;1.008;0.023;-0.146;0.523;-0.113;0.122;-0.042;0.032;25.58;24.384;25.313;25.516;25.294;25.66;25.663;25.243;24.236;233.622;249.139;253.109
2015-10-05 15:14:00;18264;18264967;1.675;2.192;1588.35;3.462;1.358;2.6;1.888;-0.009;1.46;1.373;0.835;1.809;0.746;1.809;0.99;0.019;-0.161;0.546;-0.112;0.117;-0.027;0.023;25.604;24.408;25.318;25.605;25.404;25.737;25.727;25.309;24.245;232.195;247.546;251.418
2015-10-05 15:15:00;18324;18324967;1.638;2.197;1589.04;3.444;1.348;2.589;1.87;-0.009;1.465;1.362;0.804;1.788;0.749;1.819;1.009;0.007;-0.149;0.533;-0.085;0.129;-0.005;0.048;25.614;24.495;25.355;25.635;25.403;25.729;25.683;25.233;24.043;230.674;246.074;250.015
2015-10-05 15:16:00;18384;18384967;1.658;2.168;1589.49;3.418;1.348;2.589;1.858;-0.001;1.423;1.359;0.796;1.802;0.734;1.803;0.996;0.002;-0.154;0.535;-0.104;0.129;-0.004;0.045;25.604;24.478;25.385;25.627;25.421;25.67;25.688;25.277;24.123;229.168;244.441;248.721
2015-10-05 15:17:00;18444;18444967;1.631;2.159;1590.1;3.42;1.325;2.581;1.851;-0.015;1.431;1.348;0.806;1.79;0.728;1.774;1.0;-0.023;-0.206;0.531;-0.134;0.117;-0.028;0.011;25.603;24.391;25.277;25.635;25.455;25.722;25.729;25.351;24.23;227.898;243.217;247.22
2015-10-05 15:18:00;18504;18504967;1.624;2.143;1590.54;3.406;1.33;2.569;1.838;-0.018;1.42;1.34;0.769;1.786;0.721;1.795;0.977;-0.05;-0.205;0.519;-0.134;0.115;0.003;0.039;25.6;24.381;25.352;25.631;25.423;25.71;25.722;25.274;24.192;226.577;241.898;245.643
2015-10-05 15:19:00;18564;18564967;1.61;2.118;1591.14;3.419;1.321;2.573;1.851;-0.016;1.395;1.34;0.78;1.799;0.71;1.776;0.972;-0.029;-0.19;0.507;-0.116;0.109;0.005;0.044;25.629;24.391;25.352;25.604;25.374;25.67;25.68;25.221;24.119;224.988;240.147;244.233
2015-10-05 15:20:00;18624;18624967;1.598;2.127;1591.75;3.391;1.311;2.55;1.844;-0.014;1.417;1.335;0.763;1.795;0.705;1.757;0.963;-0.014;-0.191;0.504;-0.131;0.123;0.003;0.026;25.584;24.363;25.313;25.617;25.355;25.698;25.698;25.289;24.118;223.529;238.769;242.957
2015-10-05 15:21:00;18684;18684967;1.592;2.11;1592.22;3.396;1.337;2.567;1.854;-0.024;1.4;1.312;0.759;1.773;0.702;1.764;0.981;-0.059;-0.209;0.513;-0.165;0.107;-0.023;0.028;25.632;24.388;25.34;25.676;25.425;25.706;25.635;25.253;24.193;221.904;237.284;241.354
2015-10-05 15:22:00;18744;18744967;1.56;2.084;1592.72;3.37;1.318;2.56;1.825;-0.013;1.393;1.285;0.746;1.766;0.692;1.765;0.974;-0.06;-0.215;0.5;-0.15;0.112;-0.006;0.039;25.621;24.411;25.336;25.635;25.405;25.706;25.71;25.237;24.254;220.731;235.944;239.981
2015-10-05 15:23:00;18804;18804967;1.574;2.056;1593.07;3.356;1.296;2.558;1.814;-0.001;1.381;1.306;0.735;1.76;0.679;1.762;0.979;-0.064;-0.234;0.5;-0.144;0.11;0.014;0.038;25.606;24.384;25.395;25.674;25.459;25.739;25.716;25.283;24.24;219.133;234.424;238.531
2015-10-05 15:24:00;18864;18864967;1.562;2.049;1593.47;3.361;1.29;2.554;1.788;-0.02;1.376;1.292;0.713;1.782;0.657;1.757;0.936;-0.068;-0.23;0.489;-0.126;0.085;-0.012;0.04;25.659;24.47;25.423;25.733;25.485;25.776;25.786;25.346;24.252;217.718;232.827;236.876
2015-10-05 15:25:00;18924;18924967;1.527;2.009;1594.02;3.351;1.291;2.547;1.782;-0.022;1.366;1.288;0.706;1.757;0.63;1.729;0.941;-0.094;-0.246;0.483;-0.156;0.102;0.015;0.03;25.63;24.49;25.396;25.652;25.426;25.734;25.702;25.225;24.048;215.953;231.132;235.49
2015-10-05 15:26:00;18984;18984967;1.518;2.021;1594.4;3.343;1.28;2.528;1.773;-0.037;1.347;1.259;0.699;1.754;0.629;1.715;0.944;-0.094;-0.239;0.478;-0.146;0.096;0.018;0.054;25.58;24.508;25.417;25.721;25.441;25.687;25.7;25.233;24.194;214.664;229.892;233.875
2015-10-05 15:27:00;19044;19044967;1.49;1.993;1594.89;3.327;1.276;2.527;1.776;-0.027;1.336;1.284;0.691;1.748;0.618;1.715;0.915;-0.117;-0.265;0.479;-0.151;0.083;0.008;0.039;25.58;24.415;25.397;25.706;25.42;25.772;25.779;25.294;24.285;212.878;228.036;232.082
2015-10-05 15:28:00;19104;19104967;1.483;1.971;1595.23;3.299;1.28;2.538;1.762;-0.021;1.319;1.25;0.664;1.761;0.621;1.707;0.908;-0.132;-0.281;0.485;-0.18;0.085;0.019;0.043;25.594;24.399;25.35;25.689;25.484;25.785;25.722;25.239;24.243;211.227;226.234;230.322
2015-10-05 15:29:00;19164;19164967;1.456;1.98;1595.53;3.309;1.245;2.534;1.758;-0.01;1.327;1.235;0.654;1.733;0.606;1.703;0.89;-0.16;-0.277;0.46;-0.173;0.079;0.024;0.046;25.505;24.387;25.354;25.711;25.445;25.755;25.753;25.306;24.284;209.36;224.398;228.52
2015-10-05 15:30:00;19224;19224967;1.445;1.948;1596.02;3.317;1.264;2.507;1.766;-0.003;1.306;1.189;0.635;1.735;0.575;1.685;0.896;-0.114;-0.318;0.469;-0.162;0.072;0.013;0.058;25.544;24.383;25.318;25.67;25.491;25.795;25.788;25.355;24.313;207.6;222.662;226.556
2015-10-05 15:31:00;19284;19284967;1.438;1.927;1596.36;3.298;1.256;2.523;1.727;-0.029;1.317;1.203;0.618;1.701;0.576;1.652;0.891;-0.132;-0.313;0.463;-0.171;0.077;0.029;0.049;25.491;24.415;25.241;25.661;25.452;25.727;25.727;25.322;24.267;205.86;220.957;224.896
2015-10-05 15:32:00;19344;19344967;1.401;1.907;1596.63;3.301;1.253;2.52;1.704;-0.027;1.315;1.214;0.618;1.709;0.563;1.661;0.874;-0.164;-0.327;0.459;-0.146;0.066;0.032;0.059;25.531;24.427;25.305;25.693;25.388;25.734;25.723;25.275;24.195;203.927;219.105;223.085
2015-10-05 15:33:00;19404;19404967;1.393;1.873;1597.07;3.285;1.228;2.493;1.71;-0.017;1.27;1.166;0.61;1.705;0.543;1.641;0.881;-0.172;-0.362;0.466;-0.156;0.057;0.035;0.053;25.572;24.419;25.293;25.686;25.418;25.734;25.733;25.296;24.22;202.135;217.029;221.006
2015-10-05 15:34:00;19464;19464967;1.349;1.844;1597.37;3.29;1.228;2.489;1.687;-0.007;1.255;1.176;0.582;1.704;0.523;1.631;0.863;-0.178;-0.328;0.447;-0.167;0.043;0.042;0.058;25.559;24.323;25.267;25.648;25.465;25.761;25.762;25.352;24.195;200.027;215.121;218.932
2015-10-05 15:35:00;19524;19524967;1.337;1.829;1597.64;3.264;1.225;2.487;1.661;-0.015;1.24;1.134;0.57;1.719;0.529;1.605;0.842;-0.177;-0.367;0.456;-0.175;0.069;0.028;0.067;25.566;24.373;25.266;25.635;25.379;25.719;25.701;25.254;24.113;198.057;212.943;216.854
2015-10-05 15:36:00;19584;19584967;1.31;1.802;1597.87;3.231;1.208;2.478;1.677;-0.029;1.237;1.132;0.541;1.701;0.509;1.61;0.844;-0.225;-0.373;0.449;-0.173;0.051;0.036;0.055;25.555;24.419;25.345;25.686;25.422;25.771;25.76;25.325;24.24;196.081;211.039;214.792
2015-10-05 15:37:00;19644;19644967;1.293;1.785;1598.29;3.215;1.235;2.478;1.654;-0.014;1.234;1.114;0.566;1.693;0.476;1.61;0.855;-0.257;-0.397;0.446;-0.179;0.033;0.076;0.063;25.509;24.363;25.341;25.666;25.43;25.771;25.787;25.346;24.216;194.037;208.848;212.867
2015-10-05 15:38:00;19704;19704967;1.248;1.753;1598.54;3.193;1.202;2.474;1.645;-0.024;1.214;1.107;0.532;1.672;0.462;1.594;0.82;-0.23;-0.409;0.442;-0.19;0.05;0.068;0.051;25.542;24.329;25.339;25.654;25.474;25.746;25.776;25.312;24.236;191.885;206.72;210.472
2015-10-05 15:39:00;19764;19764967;1.226;1.719;1598.77;3.202;1.226;2.453;1.635;-0.01;1.189;1.088;0.497;1.673;0.449;1.596;0.808;-0.251;-0.441;0.412;-0.194;0.039;0.058;0.089;25.501;24.36;25.293;25.689;25.498;25.747;25.798;25.397;24.32;189.675;204.37;208.351
2015-10-05 15:40:00;19824;19824967;1.232;1.707;1598.99;3.186;1.194;2.446;1.61;-0.019;1.188;1.08;0.481;1.686;0.428;1.557;0.815;-0.269;-0.45;0.394;-0.176;0.029;0.079;0.079;25.514;24.472;25.337;25.703;25.5;25.742;25.767;25.321;24.191;186.862;201.929;205.549
2015-10-05 15:41:00;19884;19884967;1.193;1.679;1599.39;3.181;1.182;2.434;1.581;-0.03;1.162;1.036;0.449;1.673;0.43;1.553;0.822;-0.275;-0.447;0.431;-0.193;0.03;0.081;0.093;25.468;24.396;25.357;25.705;25.477;25.719;25.79;25.368;24.262;184.086;199.47;203.165
2015-10-05 15:42:00;19944;19944967;1.165;1.644;1599.58;3.141;1.173;2.435;1.594;-0.029;1.151;1.061;0.458;1.667;0.389;1.547;0.808;-0.291;-0.484;0.404;-0.187;0.02;0.098;0.094;25.554;24.507;25.42;25.768;25.536;25.817;25.841;25.437;24.129;181.463;196.623;200.107
2015-10-05 15:43:00;20004;20004967;1.126;1.61;1599.75;3.15;1.151;2.415;1.554;-0.005;1.123;1.02;0.424;1.654;0.393;1.547;0.778;-0.297;-0.519;0.418;-0.187;0.033;0.101;0.085;25.574;24.45;25.336;25.753;25.521;25.806;25.818;25.352;24.138;178.942;194.121;197.765
2015-10-05 15:44:00;20064;20064967;1.096;1.573;1599.96;3.086;1.149;2.428;1.551;-0.032;1.118;0.997;0.403;1.665;0.356;1.498;0.767;-0.309;-0.495;0.381;-0.192;0.012;0.099;0.07;25.56;24.428;25.334;25.796;25.57;25.811;25.782;25.314;24.143;176.622;191.675;195.2
2015-10-05 15:45:00;20124;20124967;1.074;1.541;1600.08;3.114;1.147;2.407;1.523;-0.035;1.097;0.978;0.387;1.645;0.346;1.502;0.787;-0.322;-0.527;0.398;-0.188;0.008;0.096;0.073;25.603;24.446;25.438;25.817;25.543;25.859;25.842;25.33;24.073;173.605;188.883;192.33
2015-10-05 15:46:00;20184;20184967;1.031;1.518;1600.41;3.116;1.164;2.389;1.512;-0.029;1.086;0.973;0.352;1.651;0.321;1.485;0.759;-0.352;-0.555;0.391;-0.185;0.012;0.126;0.121;25.61;24.428;25.423;25.869;25.592;25.829;25.871;25.328;24.094;170.814;186.228;189.646
2015-10-05 15:47:00;20244;20244967;0.992;1.498;1600.59;3.087;1.153;2.395;1.493;-0.027;1.056;0.952;0.345;1.664;0.287;1.466;0.764;-0.372;-0.605;0.385;-0.192;-0.008;0.125;0.079;25.63;24.387;25.437;25.833;25.574;25.867;25.867;25.428;24.255;167.69;183.113;186.449
2015-10-05 15:48:00;20304;20304967;0.988;1.464;1600.73;3.068;1.124;2.374;1.469;-0.026;1.04;0.901;0.313;1.649;0.281;1.447;0.756;-0.39;-0.595;0.366;-0.215;-0.005;0.121;0.087;25.587;24.436;25.45;25.837;25.62;25.873;25.849;25.404;24.233;164.125;179.359;182.849
2015-10-05 15:49:00;20364;20364967;0.93;1.437;1600.85;3.043;1.123;2.38;1.456;-0.014;1.021;0.881;0.287;1.651;0.256;1.433;0.758;-0.401;-0.634;0.384;-0.212;-0.003;0.14;0.099;25.61;24.419;25.418;25.869;25.648;25.886;25.871;25.427;24.18;161.205;176.568;179.617
2015-10-05 15:50:00;20424;20424967;0.885;1.396;1600.98;3.017;1.094;2.362;1.432;-0.023;1.01;0.861;0.271;1.648;0.245;1.429;0.733;-0.436;-0.634;0.353;-0.2;-0.014;0.131;0.104;25.619;24.428;25.468;25.885;25.599;25.856;25.832;25.406;24.223;158.07;173.283;176.515
2015-10-05 15:51:00;20484;20484967;0.847;1.331;1601.26;3.028;1.098;2.369;1.4;-0.027;0.974;0.849;0.246;1.642;0.197;1.415;0.738;-0.433;-0.657;0.345;-0.229;-0.013;0.149;0.102;25.606;24.392;25.466;25.854;25.617;25.909;25.937;25.446;24.176;154.76;170.194;173.229
2015-10-05 15:52:00;20544;20544967;0.818;1.314;1601.34;2.971;1.085;2.361;1.378;-0.025;0.973;0.84;0.21;1.636;0.199;1.402;0.748;-0.456;-0.68;0.365;-0.212;-0.036;0.15;0.111;25.598;24.475;25.468;25.919;25.688;25.981;25.979;25.444;24.232;151.18;167.015;169.646
2015-10-05 15:53:00;20604;20604967;0.782;1.272;1601.49;2.977;1.059;2.325;1.351;-0.024;0.928;0.796;0.186;1.642;0.17;1.387;0.733;-0.5;-0.701;0.357;-0.211;-0.009;0.166;0.125;25.633;24.507;25.485;25.903;25.674;25.999;25.941;25.479;24.317;147.198;163.111;165.458
2015-10-05 15:54:00;20664;20664967;0.732;1.245;1601.69;2.956;1.071;2.307;1.348;-0.029;0.931;0.772;0.162;1.632;0.13;1.365;0.717;-0.51;-0.719;0.356;-0.228;-0.035;0.161;0.123;25.647;24.443;25.503;25.93;25.688;26.002;25.993;25.546;24.331;143.752;159.569;162.219
2015-10-05 15:55:00;20724;20724967;0.696;1.2;1601.78;2.937;1.053;2.322;1.283;-0.027;0.905;0.737;0.133;1.654;0.133;1.33;0.714;-0.545;-0.746;0.353;-0.217;-0.043;0.177;0.128;25.651;24.443;25.456;25.917;25.685;26.012;26.04;25.599;24.324;140.05;155.903;158.476
