DATETIME;t(s);0;1;2;3;4;5;6;7;8;9;$P_e$(2.2m);$P_e$(2.6m);$P_e$(3.0m);$P_e$(3.4m);$P_e$(3.8m);m(g);m1(g);m2(g);mDot(kg/s);Vr(m/s)
2015-10-05 12:04:00;2400;137010.08769718796;138209.13961800133;139640.4452356801;141283.36040398854;150442.65615807215;151892.1363629527;155897.34768139015;156981.59677432574;162124.42200120268;163047.30971479835;137856.52048;140331.73932;151315.092;156534.42531999998;162719.02503999998;706.89;714.7836495791486;697.9909128709776;0.00017983333333333368;1.2520281685342331e-06
2015-10-05 12:06:00;2520;136644.76716109784;138700.47808548989;139471.53177993276;141046.49426405446;150113.6815108417;152044.1165302381;155204.67469496766;156918.1342369617;161718.75600796606;163004.22604461684;137701.38838;140145.5808;150991.03827999998;156155.21352;162367.39228;728.19;737.9283922937332;718.7829380702169;0.00017750000000000057;1.2357831320564968e-06
2015-10-05 12:08:00;2640;136497.29742741078;138760.85234721904;139151.50328798915;141281.64033962428;150247.27788557316;151797.8736169929;155361.7890601064;156901.44306151947;161793.9027448605;163026.4366202301;137587.62484;140162.81769999999;151018.61732;156162.10828;162505.28748;748.49;758.3233337299538;739.4133260017661;0.0001691666666666663;1.1777651446359976e-06
2015-10-05 12:10:00;2760;136975.7225130114;138285.80005112002;139110.49469607437;141074.68515050894;149888.55243172974;151751.65332323324;155441.3377582108;157409.46906406683;161771.34982296822;163093.13376243826;137435.94011999998;140180.0546;150894.51163999998;156113.84496;162422.55036;767.92;777.9500598335962;757.9062499966809;0.00016191666666666625;1.1272894955801688e-06
2015-10-05 12:12:00;2880;136506.0664972109;138470.38847202034;139190.31479061753;141027.69732194825;150309.75264280874;151792.39810945792;155141.80183721238;157322.46752540747;161852.5974524579;163125.83449228015;137587.62484;140224.87054;150997.93303999997;156175.89779999998;162553.5508;786.9;797.8571275454498;777.1704007856766;0.0001581666666666668;1.101181401240951e-06
2015-10-05 12:14:00;3000;136415.43282704052;138247.08345410248;139322.13368249947;141354.14057675458;149937.30704948003;152128.62591135915;155597.1220183982;157071.1377846258;162311.47865001656;163254.3332446021;137639.33554;140314.50242;151163.40727999998;156203.47684;162656.9722;805.25;817.2999443271198;793.597677954322;0.00015291666666666687;1.064630069166041e-06
2015-10-05 12:16:00;3120;136951.78741969314;138283.23902303653;139232.6782313355;141428.40473408173;149946.4516548662;151707.40818868016;155572.3355861002;157253.64644549074;161631.32207701166;163351.33856363068;137573.83531999998;140011.13298;150866.9326;156169.00303999998;162367.39228;823.15;835.5912789491313;810.9886382082183;0.00014916666666666648;1.0385219748268166e-06
2015-10-05 12:18:00;3240;135987.18170639523;138260.73844261098;139540.46816170562;141034.42828909174;149676.47235461418;151918.85851384114;155034.44937099406;156925.32527607607;161561.32050475423;162726.91710831402;137418.70322;139993.89607999998;150694.5636;155996.63404;162319.12896;840.61;853.4163399671711;829.4287104562151;0.00014550000000000028;1.0129940603618033e-06
2015-10-05 12:20:00;3360;136452.82500349186;138484.70911565053;138858.87151826135;140567.24143973924;149616.42849848;151457.34174052617;155090.98857232722;156464.7806377936;161459.65786082315;162831.59970350013;137335.9661;139924.94848;150501.51032;155831.1598;162022.65428;857.59;869.7474292103296;843.0532497072812;0.00014150000000000016;9.85145426399966e-07
2015-10-05 12:22:00;3480;136132.245428175;138274.26092891546;138601.75546231453;141039.1770919851;149394.2444662578;151489.55178621356;154530.6297988113;156550.74830240963;161392.95136255526;162727.62884930943;137201.51828;139721.55306;150404.98368;155727.7384;161905.44335999998;874.15;887.4547123968842;859.0950996142532;0.00013799999999999953;9.607778716833545e-07
2015-10-05 12:24:00;3600;136205.03683008972;138635.51113044852;138609.67923681805;140668.8832390922;149488.30803324113;151276.71598514888;154576.4535600943;156922.32508579208;160904.35544127616;162083.98401141338;137246.33422;139676.73711999998;150322.24656;155658.7908;161760.65339999998;890.37;904.8929115389257;874.7796509523649;0.0001351666666666669;9.41051755960392e-07
2015-10-05 12:26:00;3720;135714.4386664102;138656.2599612135;138452.47605346842;141304.7872280052;149056.24532602273;151194.01946803613;154879.10453950512;156909.43115068786;160731.11341866438;162560.37162518912;137111.8864;139656.05284;150163.66707999998;155658.7908;161788.23244;906.44;922.2907163575508;891.0815978038139;0.00013391666666666708;9.323490578473194e-07
2015-10-05 12:28:00;3840;135705.00881910606;138598.94600011056;138144.1805359532;141331.2284618878;149217.59682810024;151023.53514680598;154129.6666295908;156825.83980887954;160711.0363327147;162417.93387857417;137149.80758;139656.05284;149949.92952;155507.10608;161636.54772;922.0;937.6942781077332;905.0975046203426;0.0001296666666666662;9.027598842628619e-07
2015-10-05 12:30:00;3960;135652.43528949228;138112.79118743166;137707.85712317764;140784.78375016653;148738.72285385497;150900.42735118512;153964.37101235328;156435.0187407324;160440.15137598422;162148.69386895085;136939.51739999998;139459.55218;149936.13999999998;155383.0004;161471.07348;937.21;954.8329949808318;919.6689590021564;0.00012675000000000032;8.82453588665695e-07
2015-10-05 12:32:00;4080;135319.46787232725;138372.60380026553;137657.47080212148;140298.3197846709;148587.73209333516;151013.73763423608;153572.9241185762;156595.31864164988;160993.9460272947;161934.82939882422;137025.7019;139556.07882;149991.29807999998;155169.26283999998;161429.70492;952.57;970.3978664487275;934.1218439121031;0.0001280000000000001;8.911562867787674e-07
2015-10-05 12:34:00;4200;135540.30610660106;138515.84318305377;138415.17874395702;140700.83235724573;148874.10540309572;151183.72092104543;154172.65176195;156744.31563676024;160315.6368438091;162170.65670737816;136860.22766;139480.23646;149625.87579999998;155141.6838;161353.86255999998;967.53;985.6855105314049;948.9649865943179;0.00012466666666666602;8.679490918105651e-07
2015-10-05 12:36:00;4320;135218.70362086347;137873.720460394;137302.3720299187;141002.2656994511;148500.85542579822;150676.479844646;153388.72385170992;156190.1078600891;160279.3659945827;161899.9441138636;136749.9115;139535.39454;149667.24436;155162.36808;161236.65164;982.07;1001.316258086261;964.6183711743829;0.00012116666666666732;8.435815370939673e-07
2015-10-05 12:38:00;4440;135272.8979534015;138170.8812413155;138430.7848148895;140626.15382940753;148224.12010682316;150751.3039515906;153605.07472411115;156715.31974228757;160208.69698979158;162360.58877067614;136736.12198;139363.02554;149577.61248;155038.2624;161112.54596;996.64;1017.2365716456254;975.4211538390881;0.00012141666666666613;8.453220767165738e-07
2015-10-05 12:40:00;4560;135481.04115467038;137967.76017903723;137467.01310678993;141123.80772190445;147406.9131287464;150850.05979563892;153697.5614130828;155930.57744611244;160255.75263397675;161756.29781547558;136701.64818;139314.76222;149439.71727999998;154934.841;161064.28264;1010.88;1030.7601130777816;990.0669759977308;0.00011866666666666674;8.261761408678155e-07
2015-10-05 12:42:00;4680;135179.28492458645;138294.2087489362;138036.53610983162;140949.74744163995;148183.13851200257;150735.4483510976;153285.02031937006;156396.1314802699;159697.92724346922;161900.53093383048;136570.64774;139207.89343999999;149260.45351999998;154769.36676;160926.38744;1025.07;1048.0509151026513;1003.0735021243225;0.00011824999999999951;8.232752414967869e-07
2015-10-05 12:44:00;4800;135165.84903231272;137925.05113538625;136735.87669423342;141346.99897263944;147663.5972102521;150362.38826748586;153336.382776851;156064.20612215178;159716.33572494268;162315.921191801;136487.91061999998;139149.28798;149088.08451999997;154714.20867999998;160754.01843999999;1038.88;1061.020443266525;1016.1740513548868;0.00011508333333333477;8.012284062770131e-07
2015-10-05 12:46:00;4920;134765.46000032753;137005.104568003;137483.67764249395;141215.78693123074;147376.27973893614;150243.85193146925;153367.6492252862;156516.51457393105;159590.98619501278;161407.61416371007;136394.83136;139063.10348;149094.97928;154555.6292;160533.38611999998;1052.73;1075.1850506993364;1029.42114464778;0.0001154166666666659;8.035491257738176e-07
2015-10-05 12:48:00;5040;134537.41676467052;137829.91518285984;137300.28979658728;141313.0013169067;147751.77976466902;150246.39199525438;152982.9353627767;155608.06721149097;159262.83989883662;161579.81210692046;136370.6997;139090.68252;149067.40024;154459.10256;160498.91232;1066.31;1088.9528098928038;1042.2884410268969;0.00011316666666666605;7.878842691702855e-07
2015-10-05 12:50:00;5160;134941.07349294823;138071.8022422458;137371.54622486982;140490.3108489881;147493.84549891477;150224.4373706992;153112.16474508066;156232.5425289815;159496.47357158028;161521.68921650015;136322.43638;139018.28754;148915.71552;154341.89164;160443.75423999998;1079.76;1106.683499792744;1054.4006436879997;0.00011208333333333372;7.803419308056284e-07
2015-10-05 12:52:00;5280;133806.23686822335;137596.67983970148;136836.0252950423;141846.3176334393;147379.9207871584;150487.08846601177;152315.5645027609;156318.70664248324;159006.87150111306;161251.18768634688;136212.12021999998;139083.78776;148826.08364;154300.52307999998;160478.22804;1092.92;1117.0487145692473;1068.1940436416598;0.00010966666666666734;7.635167144536876e-07
2015-10-05 12:54:00;5400;134275.54268089109;138010.35454585226;137460.82496718233;140425.39454357512;147038.9438621747;150139.00321263546;152433.92991324028;156182.12791436093;159383.61162064382;161284.6318679503;136125.93571999998;138873.49758;148681.29368;154093.68028;160236.91144;1106.04;1131.6675282276651;1079.3244017078437;0.00010933333333333242;7.611959949568568e-07
2015-10-05 12:56:00;5520;133572.38779726872;138118.41348707193;137103.75253514454;140094.08433311063;147145.71292421868;150477.40996005418;152965.03509515862;156407.57337393763;158750.31555840786;160852.6400840018;135988.04051999998;138832.12902;148715.76747999998;154038.5222;160036.9634;1118.88;1145.060058901584;1090.3978368556163;0.00010700000000000122;7.449509584791338e-07
2015-10-05 12:58:00;5640;134167.86090266006;138218.8905138628;137043.88569873362;139797.4700541524;147063.01182220088;149932.16472567842;152511.94479854847;155853.49202844242;159046.9963602396;161148.14509643355;135970.80362;138790.76046;148543.39847999997;153976.46936;160064.54244;1131.56;1157.1008603794617;1103.6059703145481;0.0001056666666666653;7.356680804918369e-07
2015-10-05 13:00:00;5760;133652.38538839846;136983.2689960243;136504.81425047482;140772.44621084823;146491.79728733012;150759.7114893422;151776.7886356097;156377.6597786869;158457.6838248899;161086.62054052437;135832.90842;138711.47071999998;148384.819;153769.62656;159726.69919999997;1144.35;1172.298449503655;1118.9483460566723;0.00010658333333333303;7.420500591080985e-07
2015-10-05 13:02:00;5880;133614.8443270445;137610.91929355837;136032.1161070931;140878.87980809773;146741.52088982324;150006.70589162354;151851.5505224593;155700.9201025648;158807.08268682906;160484.0256768624;135822.56628;138645.9705;148377.92424;153659.3104;159561.22496;1156.86;1187.2552082689554;1128.9776412333686;0.00010424999999999993;7.258050226303622e-07
2015-10-05 13:04:00;6000;133756.2554744308;137797.66548290194;137232.0571319958;140719.63380899307;146522.2459761149;149838.4137461926;152715.03694657475;154494.15422800413;158422.088873835;160677.04193294988;135753.61867999999;138690.78644;148198.66048;153521.4152;159464.69832;1169.09;1199.0771141639257;1136.0962519476052;0.00010191666666666682;7.095599861526259e-07
2015-10-05 13:06:00;6120;133385.34325016977;138090.0896579852;136262.7309654977;139786.48911571744;146508.07868125234;149851.984726377;151848.4257226223;155070.9732601209;158064.66645713407;160843.7536054203;135712.25011999998;138594.2598;148122.81812;153397.30951999998;159299.22407999999;1181.41;1213.1182600613229;1150.346678948145;0.00010266666666666803;7.147816050204786e-07
2015-10-05 13:08:00;6240;133372.65461599486;137574.11574950145;135631.583927977;140429.29232405356;146456.09289926774;149821.40789940613;151409.76011120013;155420.05163658102;158281.42356153246;159958.50255035787;135512.30208;138583.91766;147943.55436;153321.46716;159278.5398;1193.44;1223.576061159545;1164.3003183686546;0.00010024999999999977;6.979563886685246e-07
2015-10-05 13:10:00;6360;134482.2246054403;138277.05697399986;136897.97168244128;140168.5695712053;146109.38086583378;149972.9882572392;151345.0324465144;154838.91662584172;158244.34396105865;160130.99478528634;135467.48614;138363.28534;147688.44824;153073.25579999998;159113.06556;1205.33;1239.5868010377208;1172.055582979281;9.908333333333228e-05;6.898338704296499e-07
2015-10-05 13:12:00;6480;133328.363099062;137603.59510523218;136232.40485500594;140078.65611839617;145568.87431971708;150009.99433501458;151396.0023931001;154772.39662134903;157177.32234514796;159710.98263196315;135412.32806;138280.54822;147812.55391999998;152914.67632;158961.38084;1217.2;1250.7712610637586;1183.6863717636377;9.891666666666766e-05;6.886735106812543e-07
2015-10-05 13:14:00;6600;132737.20206075703;137789.03199683537;135336.430178286;140282.23825901508;146072.70646321474;150379.6544127646;150887.444065167;154141.49614728193;157428.6473892814;160159.48785247913;135205.48526;138173.67943999998;147585.02684;152762.9916;158637.32712;1228.83;1261.2485177310282;1197.1770827276994;9.691666666666568e-05;6.747491937003224e-07
2015-10-05 13:16:00;6720;132802.28012147403;137357.73259337948;137032.7663313684;140282.46171558072;145589.29973724758;149414.57807775744;150873.18882015446;153884.28950419984;157153.73063556172;160047.12259061655;135164.11669999998;138070.25804;147488.5002;152590.6226;158540.80047999998;1240.35;1276.7324736504688;1209.6026851698296;9.599999999999985e-05;6.68367215084074e-07
2015-10-05 13:18:00;6840;133221.36870954226;136988.18349043737;135835.6025695254;140266.14257198788;145413.8822857514;150137.10137936444;150432.47828056652;155371.48855645806;156964.21836841205;159451.53432780266;135002.08984;138049.57376;147426.44736;152563.04356;158333.95768;1251.62;1287.3413843951623;1215.830952934913;9.39166666666665e-05;6.538627182289507e-07
2015-10-05 13:20:00;6960;132300.5835415002;137119.16769964615;136184.4093533724;140699.72520477648;145523.27747337284;149754.73111581302;150887.27605552136;154104.44882715048;156919.9841527562;159305.6139202365;135005.53722;137908.23118;147364.39451999997;152390.67455999998;158003.0092;1262.8;1304.013145491034;1225.5754959014841;9.31666666666672e-05;6.486410993611112e-07
2015-10-05 13:22:00;7080;132060.81501257687;137407.42948400823;135867.13316515283;139759.67101301052;144823.63281861402;148907.94675696862;150314.41965852186;154371.88719731822;156185.19503013263;159528.99757893354;134884.87892;137766.8886;147109.2884;152080.41035999998;157858.21924;1273.91;1310.0079500833785;1236.3773258168198;9.25833333333344e-05;6.445798402416804e-07
2015-10-05 13:24:00;7200;132976.966648695;138010.72719893858;134832.52030374398;140396.48317362196;144885.35624780582;148342.20235633646;149906.10031039352;153523.09572433145;156166.4710737343;159012.09136544963;134757.32585999998;137732.4148;146985.18271999998;151887.35708;157444.53363999998;1284.85;1325.306501669547;1244.9677088314756;9.116666666666523e-05;6.347167823801793e-07
2015-10-05 13:26:00;7320;131867.41999772025;137009.57079502972;135861.69590255342;139778.59761283072;144877.57392914972;149450.14111531887;148686.71290533937;153509.71330342782;155833.3916763036;158405.9419806017;134653.90446;137580.73008;146771.44516;151694.3038;157354.90175999998;1295.64;1333.3480698005617;1256.7674270672187;8.991666666666825e-05;6.260140842671264e-07
2015-10-05 13:28:00;7440;133724.9777890667;136472.72443676018;135938.6224244859;139308.99308740097;144784.44946413295;148381.38333823485;148788.51141013665;152960.31949430984;155288.80897556915;158402.386174979;134419.48262;137504.88772;146626.65519999998;151404.72388;157086.00611999998;1306.28;1349.3065171364883;1265.2206458975757;8.86666666666656e-05;6.173113861540341e-07
2015-10-05 13:30:00;7560;132071.11270945863;135708.86949909572;134856.41075974493;140652.8549190485;144837.32723387817;148832.22484235858;149405.2881623446;153311.21180718008;154729.99003266005;158638.09340777775;134429.82476;137515.22986;146495.65476;151211.6706;156851.58428;1316.79;1359.1973899960972;1277.62075647792;8.758333333333326e-05;6.097690477893769e-07
2015-10-05 13:32:00;7680;132618.34841451838;136838.22752774;135339.63014076208;139835.4876082424;143956.77221902262;147947.6353279064;148370.38877917593;153104.53552008732;154653.40786765015;158033.7804758642;134333.29812;137339.41348;146268.12767999998;150777.30072;156582.68864;1327.03;1370.6861230242127;1290.7382243498841;8.533333333333342e-05;5.941041911858451e-07
2015-10-05 13:34:00;7800;131901.56182757881;136775.2521102201;134991.61274545922;138804.99948960767;143819.79532058313;147888.44159681632;147564.0198369923;153335.18037182075;154157.2029047194;157663.9288925809;134081.63937999998;137139.46544;146102.65344;150501.51032;156169.00303999998;1337.22;1382.7341736168062;1291.5070414511345;8.491666666666713e-05;5.912032918148231e-07
2015-10-05 13:36:00;7920;132452.60277425786;136243.65413654296;135146.4669653462;139452.70143581321;143671.45815853364;147786.01143639526;148592.43352494045;152933.03046261624;154270.13821291793;157729.57297758592;134009.2444;137042.9388;145923.38968;150205.03564;155941.47596;1347.22;1392.2880531693756;1302.8670881587764;8.333333333333333e-05;5.801798742049262e-07
2015-10-05 13:38:00;8040;131249.93540903158;136845.1959807871;134497.8320634489;140904.28903784265;143092.0546227679;148341.37748625892;147596.8329813746;153082.99497297444;153405.86693232047;157183.67104040293;133750.6909;136818.8591;145599.33596;149977.50856;155424.36896;1357.1;1401.229175560192;1313.571145108384;8.233333333333234e-05;5.732177157144602e-07
2015-10-05 13:40:00;8160;130598.61410889722;136509.48046805637;134500.88171523967;139763.04477368208;143554.8417551152;147591.25023225986;147354.98050780423;151919.8973796228;154003.0604614769;156754.6383557573;133550.74286;136660.27962;145302.86128;149687.92864;155155.47332;1366.75;1412.4680508916354;1322.9141091837269;8.041666666666742e-05;5.598735786077591e-07
2015-10-05 13:42:00;8280;130513.24326583213;136285.53906624918;133889.62406805356;138164.54446392646;143471.6838702849;147193.4512553865;147534.5528458975;152323.66379472657;153158.5892175336;156343.93051092973;133499.03216;136474.1211;145233.91368;149170.82163999998;154734.89296;1376.22;1420.9917858902847;1335.880641145321;7.89166666666669e-05;5.494303408720667e-07
2015-10-05 13:44:00;8400;130001.08207691782;135730.5051360936;133373.15718047746;139003.88294717026;142285.38511682238;147331.4518867517;146874.86166382657;151302.05680926167;151902.3099603036;155727.7427671713;133254.26817999998;136277.62044;145020.17612;148977.76836;154390.15495999999;1385.59;1430.8821204578167;1338.897475817851;7.808333333333242e-05;5.436285421300095e-07
2015-10-05 13:46:00;8520;130512.05985882504;136026.63677879857;132264.63815820802;138406.77962680894;142230.71474342048;147650.5323140794;145159.76901960446;150858.6085188327;151803.6252471356;155951.13326602473;133192.21534;136187.98856;144806.43855999998;148612.34608;154017.83792;1394.78;1439.3357823667895;1346.0079387652072;7.658333333333379e-05;5.331853043943303e-07
2015-10-05 13:48:00;8640;130536.6403076528;135874.29399380344;133061.44171123838;139013.5027864829;142043.78776842862;147170.5309600273;145635.16734378593;149744.64763073658;151799.5237756325;154888.5274934361;132937.10921999998;135929.43506;144503.06912;148281.3976;153500.73092;1403.71;1451.197741962586;1354.7276730377862;7.44166666666672e-05;5.181006276650028e-07
2015-10-05 13:50:00;8760;130512.8204969772;134775.8798425718;133642.3717916926;138874.7281901434;141325.98750818823;146712.83673802132;145038.27909077023;151358.14591148647;151417.94919153693;155676.40987493613;132795.76664;135822.56628;144268.64727999998;147888.39628;153087.04531999998;1412.44;1457.3287420304225;1361.2376155420725;7.275000000000014e-05;5.064970301809016e-07
2015-10-05 13:52:00;8880;130219.03301881254;136840.4838799512;131709.05373487194;138245.28149823146;140505.45424276928;146500.48621599842;144311.5062044172;149194.72849710024;150852.2854037655;154491.04282529978;132616.50288;135564.01278;143896.33023999998;147329.92072;152631.99115999998;1421.04;1468.189175320692;1370.1780026178567;7.166666666666591e-05;4.989546918162313e-07
2015-10-05 13:54:00;9000;131063.58153973286;135695.4469629355;131612.10129841906;137716.08446702082;141357.44623428502;145553.24936836475;143312.0092444067;149058.49744228105;150085.87589800454;153488.8287447714;132385.52842;135212.38001999998;143668.80316;146985.18271999998;151963.19944;1429.4;1483.6023760896362;1376.0890015738798;6.966666666666772e-05;4.850303748353257e-07
2015-10-05 13:56:00;9120;128782.18629172817;135220.37685817422;131128.83380651782;136680.47644700122;141258.47365425638;145736.66486419653;143737.76073447432;148756.9531061883;149890.81049725987;152641.5118409729;132116.63277999999;134905.5632;143372.32848;146357.75955999998;151301.30247999998;1437.56;1493.5055562074658;1384.7080993057846;6.799999999999878e-05;4.734267773512113e-07
2015-10-05 13:58:00;9240;128987.92486295717;135745.85464853572;131346.7167334685;138379.56462071856;139272.49437158316;144440.21715314648;144455.88605694709;149342.07280961738;148237.32889249915;152894.0804265411;131878.76356;134653.90446;142848.32672;145923.38968;150846.24832;1445.43;1496.4030537284227;1394.335125623941;6.558333333333431e-05;4.566015609992837e-07
2015-10-05 14:00:00;9360;126913.77628217996;133527.0399130501;130948.5545389644;137482.56536930354;140809.88240170764;144743.4141319951;142675.9288928057;148034.20448875654;148403.21143651934;152047.8524599381;131599.52578;134385.00882;142558.7468;145199.43988;150129.19328;1453.17;1503.5195479720073;1399.5867585441954;6.450000000000008e-05;4.4905922263461345e-07
2015-10-05 14:02:00;9480;128561.11121231916;133910.86452575526;129616.07729003983;137299.8186352062;139933.59569120975;145611.0587369484;141925.3748994887;148218.43035927103;147393.34188898344;151763.57599468308;131330.63014;133985.11274;142124.37691999998;144434.12152;149191.50592;1460.7;1518.114627663456;1403.2564808132738;6.274999999999978e-05;4.368754452763079e-07
