DATETIME;SECOND;PASSED_SECONDS;PASSED_MSECONDS;P_1B;P_GAS;FL_M_2A;P_2B;P_2C;P_3B;P_3C;P_4A;P_4B;P_4C;P_5B;P_5C;P_6A;P_6B;P_6C;P_7B;P_7C;P_8A;P_8B;P_8C;P_9B;P_9C;T_1;T_2;T_3;T_4;T_5;T_6;T_7;T_8;T_9;LC_1;LC_2;LC_3
2015-12-11 19:36:00;1;34249;34249868;-5.828;6.57;94.81;-0.377;3.516;-0.309;-2.083;-0.096;-5.906;-3.231;-6.541;-0.155;-1.66;1.698;-0.929;-1.462;-3.287;-1.004;-2.738;-1.537;-2.437;0.224;36.451;40.802;43.155;44.393;44.519;46.266;46.716;42.945;40.105;1697.969;1751.535;1953.695
2015-12-11 19:39:00;1;34429;34429868;-5.817;6.552;94.81;-0.334;3.565;-0.331;-2.067;-0.086;-5.896;-3.223;-6.507;-0.164;-1.706;1.723;-0.913;-1.478;-3.252;-0.999;-2.776;-1.541;-2.428;0.213;36.659;40.941;43.266;44.346;44.474;46.267;46.618;43.202;39.833;1693.379;1746.571;1950.315
2015-12-11 19:42:00;1;34609;34609868;-5.841;6.548;94.81;-0.289;3.565;-0.382;-2.066;-0.099;-5.891;-3.191;-6.437;-0.16;-1.694;1.721;-0.88;-1.485;-3.217;-1.006;-2.822;-1.541;-2.448;0.236;36.392;40.807;43.111;44.324;44.438;46.18;46.577;43.067;39.909;1688.554;1741.728;1947.343
2015-12-11 19:45:00;3;34791;34791868;-5.872;6.542;94.81;-0.23;3.629;-0.432;-2.058;-0.076;-5.895;-3.204;-6.368;-0.086;-1.683;1.717;-0.883;-1.461;-3.195;-0.975;-2.856;-1.543;-2.44;0.263;36.587;40.93;43.125;44.269;44.448;46.213;46.634;42.841;39.958;1682.742;1735.482;1943.833
2015-12-11 19:48:00;1;34969;34969868;-5.858;6.553;94.81;-0.201;3.661;-0.464;-2.074;-0.096;-5.894;-3.166;-6.325;-0.059;-1.697;1.672;-0.889;-1.494;-3.143;-0.962;-2.882;-1.538;-2.467;0.28;36.53;40.55;42.954;44.195;44.318;46.131;46.503;42.929;39.841;1676.931;1729.93;1940.27
2015-12-11 19:51:00;1;35149;35149868;-5.849;6.576;94.81;-0.172;3.698;-0.501;-2.082;-0.076;-5.873;-3.17;-6.219;0.09;-1.751;1.661;-0.874;-1.536;-3.112;-0.971;-2.935;-1.548;-2.475;0.272;36.378;40.533;42.958;44.161;44.285;46.09;46.414;42.867;39.73;1671.722;1725.08;1937.079
2015-12-11 19:54:00;1;35329;35329868;-5.893;6.61;94.81;-0.13;3.733;-0.554;-2.074;-0.123;-5.733;-3.143;-6.039;0.956;-1.777;1.626;-0.89;-1.539;-3.075;-0.939;-2.999;-1.555;-2.487;0.293;36.334;40.469;42.904;44.167;44.339;45.949;46.429;42.835;39.795;1667.287;1721.24;1934.692
2015-12-11 19:57:00;1;35509;35509868;-5.988;6.631;94.81;-0.109;3.769;-0.611;-2.071;-0.114;-5.758;-3.157;-5.928;1.127;-1.828;1.655;-0.872;-1.568;-3.049;-0.961;-3.055;-1.567;-2.477;0.293;36.214;40.344;42.87;44.128;44.249;45.918;46.279;42.685;39.405;1663.786;1718.146;1933.185
2015-12-11 20:00:00;1;35689;35689868;-6.057;6.698;94.81;-0.107;3.797;-0.657;-2.061;-0.084;-5.775;-3.141;-5.782;1.277;-1.881;1.644;-0.866;-1.554;-3.003;-0.935;-3.043;-1.537;-2.497;0.303;36.319;40.653;42.845;44.102;44.184;45.902;46.324;42.814;39.673;1660.244;1715.432;1932.455
2015-12-11 20:03:00;1;35869;35869868;-6.034;6.64;94.81;-0.087;3.803;-0.698;-2.077;-0.104;-5.825;-3.147;-5.637;1.303;-1.923;1.639;-0.861;-1.565;-2.954;-0.879;-3.139;-1.534;-2.549;0.299;36.205;40.584;42.767;44.008;43.996;45.859;46.182;42.651;39.704;1656.016;1711.926;1930.493
2015-12-11 20:06:00;1;36049;36049868;-6.051;6.616;94.81;-0.102;3.836;-0.741;-2.045;-0.084;-5.858;-3.133;-5.569;1.421;-1.948;1.618;-0.852;-1.585;-2.922;-0.866;-3.177;-1.511;-2.529;0.327;36.42;40.566;42.788;43.931;44.018;45.78;46.168;42.696;39.753;1651.652;1707.856;1928.277
2015-12-11 20:09:00;3;36231;36231868;-6.102;6.571;94.81;-0.103;3.847;-0.771;-2.042;-0.125;-5.881;-3.114;-5.422;1.465;-1.987;1.614;-0.837;-1.566;-2.901;-0.85;-3.196;-1.52;-2.506;0.327;36.238;40.432;42.802;44.008;44.007;45.682;46.11;42.588;39.606;1647.383;1704.152;1926.066
2015-12-11 20:12:00;1;36409;36409868;-6.101;6.537;94.81;-0.116;3.872;-0.793;-2.04;-0.1;-5.894;-3.096;-5.34;1.447;-2.014;1.573;-0.822;-1.562;-2.836;-0.802;-3.222;-1.517;-2.572;0.293;35.977;40.268;42.634;43.955;43.966;45.666;45.992;42.569;39.585;1643.047;1700.489;1923.835
2015-12-11 20:15:00;1;36589;36589868;-6.113;6.542;94.81;-0.143;3.891;-0.813;-2.023;-0.104;-5.919;-3.103;-5.261;1.43;-2.039;1.628;-0.796;-1.572;-2.822;-0.817;-3.214;-1.518;-2.585;0.303;36.149;40.343;42.58;43.87;44.03;45.592;45.977;42.483;39.389;1638.914;1696.372;1921.663
2015-12-11 20:18:00;1;36769;36769868;-6.121;6.537;94.81;-0.186;3.961;-0.84;-2.015;-0.078;-5.913;-3.08;-5.176;1.382;-2.07;1.633;-0.781;-1.607;-2.792;-0.807;-3.258;-1.502;-2.58;0.323;35.763;40.068;42.465;43.706;43.833;45.545;45.934;42.467;39.327;1634.431;1692.232;1918.799
2015-12-11 20:21:00;1;36949;36949868;-6.144;6.548;94.81;-0.227;3.997;-0.847;-1.993;-0.03;-5.91;-3.093;-5.103;1.347;-2.166;1.612;-0.801;-1.596;-2.776;-0.763;-3.296;-1.515;-2.588;0.301;36.063;40.046;42.385;43.439;43.306;45.501;45.82;42.28;39.242;1629.539;1687.51;1916.135
2015-12-11 20:24:00;1;37129;37129868;-6.156;6.573;94.81;-0.229;4.018;-0.852;-1.994;-0.049;-5.881;-3.035;-5.031;1.276;-2.126;1.596;-0.805;-1.593;-2.675;-0.726;-3.285;-1.522;-2.603;0.317;36.016;40.091;42.361;43.402;43.16;45.228;45.822;42.051;39.245;1624.781;1682.803;1913.655
2015-12-11 20:27:00;1;37309;37309868;-6.187;6.587;94.81;-0.285;4.065;-0.86;-1.963;-0.041;-5.837;-3.023;-4.984;1.262;-2.215;1.6;-0.767;-1.591;-2.641;-0.717;-3.267;-1.536;-2.594;0.334;36.079;39.479;42.256;43.55;43.378;45.457;45.792;42.106;39.046;1620.077;1677.896;1910.657
2015-12-11 20:30:00;3;37491;37491868;-6.193;6.622;94.81;-0.341;4.041;-0.878;-1.966;-0.097;-5.848;-3.021;-4.9;1.225;-2.205;1.583;-0.791;-1.577;-2.612;-0.688;-3.241;-1.525;-2.614;0.334;36.026;39.982;42.193;43.321;43.441;45.377;45.677;42.006;39.188;1614.858;1672.959;1906.915
2015-12-11 20:33:00;1;37669;37669868;-6.201;6.663;94.81;-0.391;4.052;-0.881;-1.938;-0.081;-5.856;-3.009;-4.853;1.17;-2.24;1.568;-0.743;-1.606;-2.556;-0.692;-3.215;-1.528;-2.658;0.324;36.259;40.111;42.282;43.38;43.223;45.396;45.78;42.042;38.787;1609.84;1667.964;1903.56
2015-12-11 20:36:00;1;37849;37849868;-6.214;6.692;94.81;-0.459;4.061;-0.879;-1.922;-0.031;-5.837;-2.974;-4.804;1.105;-2.264;1.592;-0.736;-1.627;-2.511;-0.674;-3.193;-1.534;-2.642;0.356;36.044;39.856;42.19;43.298;43.095;45.283;45.605;41.935;38.675;1605.054;1663.285;1900.068
2015-12-11 20:39:00;1;38029;38029868;-6.223;6.613;94.81;-0.533;4.091;-0.902;-1.91;-0.072;-5.839;-2.971;-4.765;1.072;-2.306;1.564;-0.712;-1.628;-2.48;-0.676;-3.19;-1.538;-2.634;0.353;35.959;40.031;42.193;43.248;43.061;45.205;45.54;41.926;38.831;1600.05;1658.82;1896.777
2015-12-11 20:42:00;1;38209;38209868;-6.244;6.591;94.81;-0.597;4.106;-0.898;-1.897;-0.08;-5.814;-2.961;-4.692;1.056;-2.33;1.572;-0.716;-1.621;-2.434;-0.678;-3.139;-1.534;-2.662;0.363;35.67;39.427;41.91;43.152;43.019;45.081;45.453;41.815;38.615;1595.064;1653.807;1893.303
2015-12-11 20:45:00;3;38391;38391868;-6.267;6.564;94.81;-0.629;4.091;-0.902;-1.888;-0.066;-5.802;-2.944;-4.662;0.994;-2.364;1.527;-0.728;-1.657;-2.384;-0.628;-3.071;-1.511;-2.699;0.404;35.842;39.43;41.746;42.932;42.621;45.028;45.371;41.56;38.752;1589.846;1648.803;1889.968
2015-12-11 20:48:00;1;38569;38569868;-6.294;6.562;94.81;-0.703;4.109;-0.894;-1.854;-0.037;-5.779;-2.912;-4.579;0.963;-2.367;1.538;-0.683;-1.687;-2.354;-0.615;-3.065;-1.51;-2.711;0.403;35.691;39.246;41.826;42.981;42.576;45.022;45.429;41.787;38.646;1584.698;1643.752;1885.995
2015-12-11 20:51:00;1;38749;38749868;-6.3;6.524;94.81;-0.751;4.092;-0.903;-1.864;-0.068;-5.762;-2.921;-4.526;0.952;-2.401;1.551;-0.645;-1.676;-2.32;-0.627;-3.001;-1.518;-2.693;0.431;35.985;39.69;41.753;42.798;42.696;44.987;45.329;41.819;38.557;1579.422;1638.416;1882.001
2015-12-11 20:54:00;1;38929;38929868;-6.282;6.544;94.81;-0.807;4.118;-0.913;-1.856;-0.107;-5.776;-2.894;-4.466;0.899;-2.429;1.532;-0.641;-1.691;-2.268;-0.607;-2.925;-1.508;-2.709;0.436;35.897;39.366;41.832;42.889;42.402;44.754;45.195;41.594;38.42;1574.241;1633.308;1877.638
2015-12-11 20:57:00;1;39109;39109868;-6.3;6.54;94.81;-0.868;4.133;-0.902;-1.833;-0.082;-5.776;-2.889;-4.412;0.851;-2.488;1.521;-0.666;-1.705;-2.191;-0.62;-2.853;-1.504;-2.735;0.435;35.871;39.759;41.781;42.744;42.407;44.601;45.193;41.6;38.348;1568.955;1627.904;1873.182
2015-12-11 21:00:00;3;39291;39291868;-6.333;6.563;94.81;-0.926;4.131;-0.893;-1.805;-0.049;-5.726;-2.872;-4.345;0.879;-2.508;1.538;-0.635;-1.716;-2.183;-0.591;-2.778;-1.494;-2.72;0.458;35.626;39.405;41.539;42.78;42.252;44.636;45.116;41.36;38.027;1563.998;1622.555;1869.031
2015-12-11 21:03:00;1;39469;39469868;-6.328;6.601;94.81;-1.023;4.061;-0.874;-1.801;-0.078;-5.703;-2.86;-4.271;0.867;-2.492;1.542;-0.619;-1.723;-2.124;-0.579;-2.75;-1.521;-2.723;0.438;35.804;39.674;41.442;42.574;42.353;44.586;45.025;41.376;38.3;1559.101;1617.805;1864.847
2015-12-11 21:06:00;1;39649;39649868;-6.347;6.63;94.81;-0.682;3.216;-0.897;-1.801;-0.057;-5.72;-2.854;-4.214;0.848;-2.552;1.54;-0.611;-1.753;-2.11;-0.537;-2.658;-1.544;-2.753;0.445;35.94;39.409;41.441;42.442;42.22;44.41;44.944;41.327;38.162;1555.67;1614.465;1863.26
2015-12-11 21:09:00;1;39829;39829868;-6.385;6.7;94.81;-0.755;3.164;-0.862;-1.772;-0.083;-5.713;-2.804;-4.188;0.841;-2.548;1.532;-0.568;-1.729;-2.03;-0.563;-2.597;-1.51;-2.728;0.423;35.274;38.886;41.411;42.555;42.231;44.406;44.815;41.106;38.009;1551.777;1610.898;1860.493
2015-12-11 21:12:00;1;40009;40009868;-6.373;6.634;94.81;-0.896;3.112;-0.868;-1.77;-0.033;-5.702;-2.809;-4.157;0.836;-2.622;1.511;-0.558;-1.767;-2.028;-0.541;-2.52;-1.483;-2.733;0.463;35.625;39.12;41.1;42.421;41.932;44.27;44.762;41.082;38.061;1546.777;1605.787;1855.938
2015-12-11 21:15:00;1;40189;40189868;-6.361;6.596;94.81;-0.982;3.017;-0.881;-1.758;-0.046;-5.688;-2.814;-4.08;0.849;-2.621;1.54;-0.564;-1.755;-1.959;-0.575;-2.494;-1.502;-2.746;0.473;35.539;39.03;41.27;42.138;41.701;44.04;44.66;40.991;37.973;1540.853;1600.355;1851.085
2015-12-11 21:18:00;1;40369;40369868;-6.361;6.577;94.81;-1.066;2.98;-0.89;-1.722;-0.083;-5.672;-2.792;-4.036;0.848;-2.64;1.567;-0.553;-1.763;-1.923;-0.545;-2.33;-1.499;-2.693;0.453;35.675;39.708;41.439;42.124;41.709;44.063;44.567;40.868;37.899;1535.001;1594.844;1845.4
2015-12-11 21:21:00;1;40549;40549868;-6.366;6.552;94.81;-1.156;2.94;-0.895;-1.71;-0.085;-5.682;-2.761;-4.001;0.842;-2.651;1.512;-0.542;-1.749;-1.877;-0.532;-2.216;-1.492;-2.665;0.45;35.347;38.767;40.936;41.907;41.596;44.069;44.5;40.849;37.923;1527.093;1589.768;1839.27
2015-12-11 21:24:00;1;40729;40729868;-6.448;6.548;94.81;-1.213;2.941;-0.9;-1.71;-0.07;-5.672;-2.737;-4.024;0.827;-2.716;1.538;-0.523;-1.764;-1.861;-0.532;-2.151;-1.496;-2.605;0.481;35.408;39.181;40.965;42.106;41.697;43.988;44.505;40.816;37.724;1521.833;1586.25;1835.324
2015-12-11 21:27:00;1;40909;40909868;-6.454;6.561;94.81;-1.295;2.934;-0.921;-1.696;-0.038;-5.666;-2.718;-3.946;0.84;-2.708;1.542;-0.514;-1.75;-1.807;-0.512;-2.119;-1.495;-2.587;0.462;35.195;38.558;40.954;41.768;41.551;43.762;44.291;40.769;37.754;1515.956;1581.634;1830.286
2015-12-11 21:30:00;1;41089;41089868;-6.462;6.545;94.81;-1.343;2.896;-0.916;-1.696;-0.062;-5.648;-2.732;-3.944;0.824;-2.722;1.473;-0.491;-1.776;-1.768;-0.483;-2.033;-1.49;-2.558;0.495;34.868;38.611;40.686;41.684;41.491;43.715;44.196;40.655;37.435;1508.878;1575.727;1823.774
2015-12-11 21:33:00;1;41269;41269868;-6.296;6.55;94.81;-1.41;2.862;-0.953;-1.679;-0.092;-5.657;-2.715;-3.905;0.847;-2.768;1.534;-0.467;-1.775;-1.756;-0.503;-1.97;-1.481;-2.532;0.473;35.257;38.871;40.661;41.658;41.525;43.648;44.153;40.845;37.699;1498.443;1566.747;1814.627
2015-12-11 21:36:00;1;41449;41449868;-6.257;6.571;94.81;-1.472;2.828;-0.949;-1.655;-0.081;-5.666;-2.693;-3.932;0.833;-2.835;1.506;-0.452;-1.741;-1.706;-0.508;-1.882;-1.479;-2.473;0.477;34.703;38.419;40.543;41.681;41.34;43.501;44.002;40.595;37.574;1490.488;1559.729;1807.082
2015-12-11 21:39:00;1;41629;41629868;-6.214;6.621;94.81;-1.553;2.778;-0.949;-1.648;-0.09;-5.672;-2.684;-3.872;0.814;-2.845;1.505;-0.431;-1.781;-1.711;-0.522;-1.79;-1.498;-2.403;0.458;34.545;38.384;40.45;41.615;41.475;43.473;43.972;40.622;37.611;1483.119;1552.984;1799.83
2015-12-11 21:42:00;1;41809;41809868;-6.175;6.659;94.81;-1.603;2.729;-0.961;-1.636;-0.08;-5.659;-2.661;-3.844;0.827;-2.862;1.522;-0.399;-1.784;-1.67;-0.5;-1.714;-1.481;-2.343;0.456;34.589;38.139;40.345;41.449;41.315;43.478;43.984;40.613;37.633;1475.957;1546.77;1792.516
2015-12-11 21:45:00;3;41991;41991868;-6.113;6.666;94.81;-1.626;2.749;-0.948;-1.623;-0.112;-5.66;-2.661;-3.821;0.835;-2.909;1.527;-0.424;-1.756;-1.657;-0.505;-1.645;-1.477;-2.26;0.459;34.537;38.457;40.401;41.376;41.523;43.312;43.773;40.526;37.297;1469.072;1540.776;1785.06
2015-12-11 21:48:00;1;42169;42169868;-6.116;6.621;94.81;-1.685;2.641;-0.957;-1.614;-0.117;-5.659;-2.667;-3.798;0.872;-2.956;1.525;-0.384;-1.773;-1.618;-0.483;-1.613;-1.475;-2.229;0.436;34.253;38.067;40.347;41.275;41.389;43.129;43.655;40.438;37.461;1462.757;1535.012;1778.604
2015-12-11 21:51:00;1;42349;42349868;-6.139;6.613;94.81;-1.654;2.648;-0.981;-1.611;-0.088;-5.701;-2.668;-3.795;0.84;-2.984;1.513;-0.382;-1.77;-1.591;-0.512;-1.576;-1.469;-2.135;0.456;34.214;37.987;40.126;41.094;41.268;42.985;43.492;40.329;37.405;1456.916;1529.711;1772.024
2015-12-11 21:54:00;1;42529;42529868;-6.149;6.598;94.81;-1.644;2.627;-0.991;-1.595;-0.084;-5.694;-2.662;-3.779;0.829;-3.005;1.53;-0.381;-1.755;-1.567;-0.475;-1.537;-1.457;-2.111;0.446;33.945;37.501;39.905;41.019;41.171;42.975;43.513;40.523;37.383;1450.982;1524.301;1765.867
2015-12-11 21:57:00;1;42709;42709868;-6.135;6.578;94.81;-1.639;2.653;-0.976;-1.611;-0.066;-5.682;-2.657;-3.78;0.824;-3.079;1.524;-0.397;-1.763;-1.544;-0.481;-1.468;-1.469;-2.046;0.449;33.733;37.274;39.676;40.755;41.025;42.843;43.3;40.203;37.152;1444.895;1518.588;1759.43
2015-12-11 22:00:00;1;42889;42889868;-6.146;6.571;94.81;-1.615;2.644;-0.977;-1.589;-0.115;-5.692;-2.632;-3.802;0.831;-3.117;1.484;-0.368;-1.742;-1.519;-0.453;-1.47;-1.459;-1.936;0.434;33.747;37.414;39.707;40.912;41.04;42.721;43.257;40.139;37.312;1438.884;1513.017;1752.925
2015-12-11 22:03:00;1;43069;43069868;-6.144;6.576;94.81;-1.598;2.672;-0.965;-1.584;-0.071;-5.666;-2.629;-3.756;0.809;-3.153;1.517;-0.356;-1.759;-1.509;-0.45;-1.451;-1.467;-1.876;0.418;33.736;37.185;39.561;40.726;40.947;42.714;43.181;40.033;37.033;1432.554;1507.349;1746.134
2015-12-11 22:06:00;1;43249;43249868;-6.176;6.579;94.81;-1.565;2.658;-0.993;-1.539;-0.078;-5.64;-2.641;-3.714;0.803;-3.212;1.53;-0.319;-1.744;-1.485;-0.434;-1.447;-1.466;-1.805;0.447;33.777;37.549;39.578;40.699;40.838;42.603;43.086;40.05;36.964;1426.439;1501.61;1739.518
2015-12-11 22:09:00;1;43429;43429868;-6.189;6.625;94.81;-1.56;2.692;-0.979;-1.546;-0.055;-5.663;-2.611;-3.697;0.82;-3.236;1.51;-0.314;-1.727;-1.483;-0.416;-1.419;-1.466;-1.721;0.461;33.909;37.267;39.545;40.556;40.705;42.566;43.042;39.941;36.921;1420.021;1495.586;1732.691
2015-12-11 22:12:00;1;43609;43609868;-6.173;6.646;94.81;-1.491;2.708;-0.955;-1.515;-0.103;-5.637;-2.605;-3.683;0.821;-3.258;1.509;-0.328;-1.713;-1.435;-0.414;-1.43;-1.447;-1.641;0.431;33.485;36.995;39.424;40.538;40.746;42.447;42.928;39.938;36.82;1414.138;1490.004;1726.032
2015-12-11 22:15:00;1;43789;43789868;-6.214;6.664;94.81;-1.481;2.712;-0.968;-1.503;-0.076;-5.66;-2.586;-3.683;0.813;-3.316;1.518;-0.336;-1.712;-1.396;-0.39;-1.44;-1.428;-1.567;0.414;33.555;36.992;39.415;40.403;40.592;42.397;42.879;39.821;36.926;1407.943;1483.709;1718.93
2015-12-11 22:18:00;1;43969;43969868;-6.197;6.726;94.81;-1.455;2.725;-0.974;-1.502;-0.113;-5.657;-2.586;-3.67;0.835;-3.373;1.55;-0.32;-1.696;-1.4;-0.415;-1.42;-1.446;-1.461;0.441;33.756;37.048;39.191;40.324;40.513;42.302;42.728;39.808;36.739;1401.47;1477.62;1711.748
2015-12-11 22:21:00;1;44149;44149868;-6.205;6.625;94.81;-1.406;2.767;-0.957;-1.471;-0.078;-5.645;-2.569;-3.656;0.833;-3.375;1.531;-0.297;-1.718;-1.343;-0.412;-1.444;-1.456;-1.367;0.414;33.427;37.014;39.002;40.314;40.379;42.301;42.676;39.649;36.577;1394.985;1471.517;1704.275
2015-12-11 22:24:00;1;44329;44329868;-6.227;6.616;94.81;-1.392;2.748;-0.986;-1.477;-0.111;-5.648;-2.554;-3.63;0.811;-3.452;1.519;-0.281;-1.714;-1.335;-0.39;-1.486;-1.433;-1.3;0.466;33.599;36.944;39.202;40.228;40.434;42.157;42.647;39.609;36.79;1388.126;1465.027;1696.878
2015-12-11 22:27:00;1;44509;44509868;-6.222;6.581;94.81;-1.411;2.771;-0.958;-1.457;-0.068;-5.638;-2.556;-3.605;0.822;-3.469;1.5;-0.303;-1.678;-1.305;-0.359;-1.461;-1.441;-1.233;0.454;33.121;36.675;38.98;40.118;40.298;42.082;42.568;39.631;36.588;1381.32;1458.815;1689.359
2015-12-11 22:30:00;1;44689;44689868;-6.256;6.573;94.81;-1.372;2.781;-0.963;-1.463;-0.076;-5.589;-2.539;-3.56;0.818;-3.524;1.538;-0.256;-1.682;-1.286;-0.353;-1.512;-1.448;-1.157;0.45;33.622;36.755;38.938;40.081;40.282;42.118;42.504;39.565;36.477;1374.417;1452.257;1681.797
2015-12-11 22:33:00;1;44869;44869868;-6.22;6.554;94.81;-1.332;2.798;-0.954;-1.442;-0.07;-5.613;-2.537;-3.549;0.838;-3.57;1.516;-0.293;-1.684;-1.264;-0.372;-1.51;-1.419;-1.071;0.437;33.03;36.718;38.9;40.077;40.232;41.94;42.292;39.353;36.424;1367.541;1445.849;1674.052
2015-12-11 22:36:00;1;45049;45049868;-6.248;6.55;94.81;-1.316;2.8;-0.943;-1.434;-0.075;-5.602;-2.55;-3.535;0.786;-3.609;1.497;-0.28;-1.674;-1.244;-0.357;-1.551;-1.434;-0.993;0.432;33.338;36.668;38.797;39.892;40.051;41.916;42.319;39.238;36.41;1360.212;1438.842;1666.157
2015-12-11 22:39:00;1;45229;45229868;-6.221;6.564;94.81;-1.274;2.781;-0.923;-1.413;-0.088;-5.618;-2.498;-3.529;0.803;-3.639;1.499;-0.262;-1.636;-1.208;-0.367;-1.583;-1.441;-0.944;0.47;33.097;36.473;38.617;39.786;39.987;41.828;42.24;39.164;36.299;1353.424;1432.232;1658.472
2015-12-11 22:42:00;1;45409;45409868;-6.263;6.567;94.81;-1.254;2.779;-0.957;-1.412;-0.092;-5.598;-2.509;-3.509;0.796;-3.714;1.488;-0.256;-1.662;-1.199;-0.352;-1.629;-1.421;-0.875;0.478;33.006;36.386;38.591;39.757;39.999;41.718;42.161;39.297;36.378;1347.116;1426.543;1651.54
2015-12-11 22:45:00;1;45589;45589868;-6.272;6.614;94.81;-1.235;2.776;-0.944;-1.404;-0.075;-5.647;-2.493;-3.502;0.821;-3.763;1.486;-0.269;-1.672;-1.18;-0.358;-1.672;-1.432;-0.771;0.46;32.864;36.433;38.389;39.624;39.803;41.669;42.057;39.067;35.984;1341.07;1420.765;1644.623
2015-12-11 22:48:00;1;45769;45769868;-6.279;6.644;94.81;-1.192;2.767;-0.937;-1.407;-0.085;-5.618;-2.487;-3.494;0.842;-3.786;1.454;-0.238;-1.665;-1.159;-0.333;-1.749;-1.427;-0.736;0.489;32.822;36.325;38.526;39.674;39.901;41.522;41.962;39.127;36.248;1334.953;1415.352;1637.849
2015-12-11 22:51:00;1;45949;45949868;-6.285;6.705;94.81;-1.171;2.765;-0.924;-1.378;-0.073;-5.65;-2.49;-3.471;0.87;-3.825;1.463;-0.22;-1.641;-1.14;-0.327;-1.752;-1.413;-0.652;0.497;33.115;36.748;38.712;39.69;39.748;41.456;41.841;38.897;36.003;1328.972;1409.59;1630.864
2015-12-11 22:54:00;1;46129;46129868;-6.284;6.67;94.81;-1.125;2.778;-0.928;-1.384;-0.073;-5.616;-2.462;-3.462;0.844;-3.857;1.436;-0.219;-1.633;-1.125;-0.345;-1.824;-1.411;-0.615;0.489;32.709;35.887;38.335;39.441;39.685;41.391;41.788;38.914;35.972;1322.904;1404.074;1624.034
2015-12-11 22:57:00;1;46309;46309868;-6.302;6.61;94.81;-1.105;2.783;-0.913;-1.381;-0.095;-5.633;-2.45;-3.419;0.832;-3.929;1.462;-0.213;-1.627;-1.133;-0.339;-1.893;-1.392;-0.563;0.462;32.691;36.107;38.36;39.427;39.618;41.302;41.715;38.839;35.949;1316.563;1398.537;1617.1
2015-12-11 23:00:00;1;46489;46489868;-6.283;6.597;94.81;-1.097;2.783;-0.921;-1.349;-0.092;-5.622;-2.43;-3.176;0.838;-3.974;1.454;-0.194;-1.634;-1.106;-0.322;-1.955;-1.401;-0.503;0.48;32.392;35.789;38.028;39.296;39.559;41.198;41.597;38.72;35.773;1310.737;1393.849;1608.141
2015-12-11 23:03:00;1;46669;46669868;-6.274;6.583;94.81;-1.071;2.771;-0.903;-1.34;-0.089;-5.616;-2.454;-3.156;0.847;-4.041;1.446;-0.205;-1.606;-1.115;-0.325;-2.013;-1.387;-0.448;0.491;32.528;36.054;38.047;39.293;39.457;41.146;41.526;38.779;35.639;1304.515;1388.458;1599.859
2015-12-11 23:06:00;1;46849;46849868;-6.287;6.567;94.81;-1.049;2.748;-0.913;-1.323;-0.092;-5.628;-2.441;-3.096;0.873;-4.06;1.43;-0.213;-1.615;-1.099;-0.324;-2.067;-1.372;-0.381;0.484;32.508;35.755;37.996;39.136;39.349;41.06;41.45;38.662;35.621;1298.408;1382.571;1591.985
2015-12-11 23:09:00;1;47029;47029868;-6.274;6.561;94.81;-1.035;2.746;-0.915;-1.307;-0.077;-5.612;-2.409;-3.057;0.836;-4.121;1.411;-0.211;-1.615;-1.087;-0.31;-2.17;-1.365;-0.326;0.493;32.348;35.794;37.987;39.111;39.311;40.991;41.362;38.617;35.661;1291.949;1376.657;1584.372
2015-12-11 23:12:00;1;47209;47209868;-6.265;6.562;94.81;-1.009;2.755;-0.877;-1.319;-0.088;-5.615;-2.386;-3.035;0.867;-4.159;1.42;-0.193;-1.619;-1.061;-0.286;-2.229;-1.378;-0.278;0.512;32.251;35.716;37.866;39.104;39.184;40.976;41.364;38.575;35.64;1285.586;1370.731;1576.631
2015-12-11 23:15:00;1;47389;47389868;-6.24;6.575;94.81;-0.992;2.759;-0.884;-1.282;-0.089;-5.627;-2.372;-3.017;0.861;-4.2;1.42;-0.175;-1.605;-1.055;-0.284;-2.325;-1.368;-0.223;0.486;32.236;35.52;37.817;38.91;39.108;40.808;41.221;38.502;35.546;1278.987;1364.281;1568.502
2015-12-11 23:18:00;1;47569;47569868;-6.188;6.599;94.81;-0.987;2.789;-0.876;-1.284;-0.086;-5.609;-2.36;-2.985;0.84;-4.221;1.44;-0.197;-1.583;-1.046;-0.312;-2.424;-1.372;-0.168;0.495;32.161;35.472;37.476;38.823;39.064;40.769;41.153;38.45;35.455;1272.611;1358.088;1560.688
2015-12-11 23:21:00;1;47749;47749868;-6.215;6.628;94.81;-0.961;2.747;-0.881;-1.279;-0.088;-5.628;-2.358;-2.972;0.866;-4.254;1.448;-0.188;-1.581;-1.048;-0.255;-2.466;-1.359;-0.1;0.517;32.23;35.358;37.616;38.793;38.985;40.685;41.045;38.167;35.355;1265.666;1351.479;1552.604
2015-12-11 23:24:00;1;47929;47929868;-6.18;6.657;94.81;-0.972;2.794;-0.884;-1.245;-0.106;-5.617;-2.37;-2.968;0.886;-4.282;1.416;-0.19;-1.549;-1.006;-0.269;-2.571;-1.34;-0.072;0.532;32.262;35.691;37.68;38.766;39.049;40.596;40.977;38.223;35.478;1258.71;1345.01;1544.14
