DATETIME;SECOND;PASSED_SECONDS;PASSED_MSECONDS;P_1B;P_GAS;FL_M_2A;P_2B;P_2C;P_3B;P_3C;P_4A;P_4B;P_4C;P_5B;P_5C;P_6A;P_6B;P_6C;P_7B;P_7C;P_8A;P_8B;P_8C;P_9B;P_9C;T_1;T_2;T_3;T_4;T_5;T_6;T_7;T_8;T_9;LC_1;LC_2;LC_3
2015-12-11 23:27:00;1;48109;48109868;-6.177;6.708;94.81;-0.938;2.781;-0.853;-1.246;-0.106;-5.623;-2.367;-2.943;0.888;-4.322;1.417;-0.192;-1.564;-1.019;-0.279;-2.666;-1.353;-0.004;0.51;32.243;35.399;37.442;38.741;38.879;40.568;40.928;38.178;35.355;1251.438;1338.006;1536.028
2015-12-11 23:30:00;1;48289;48289868;-6.171;6.635;94.81;-0.949;2.807;-0.86;-1.235;-0.079;-5.619;-2.345;-2.919;0.88;-4.355;1.424;-0.187;-1.542;-1.007;-0.269;-2.759;-1.334;0.015;0.541;32.052;35.063;37.313;38.599;38.777;40.436;40.854;38.056;35.331;1244.09;1331.102;1527.16
2015-12-11 23:33:00;1;48469;48469868;-6.156;6.606;94.81;-0.923;2.792;-0.864;-1.224;-0.1;-5.605;-2.34;-2.917;0.886;-4.366;1.391;-0.18;-1.551;-0.987;-0.257;-2.838;-1.347;0.054;0.531;31.91;35.256;37.353;38.585;38.683;40.43;40.785;38.151;35.224;1236.824;1323.775;1518.4
2015-12-11 23:36:00;1;48649;48649868;-6.11;6.606;94.81;-0.94;2.772;-0.85;-1.24;-0.122;-5.611;-2.305;-2.89;0.885;-4.385;1.356;-0.197;-1.537;-0.995;-0.279;-2.92;-1.336;0.088;0.55;32.161;35.43;37.39;38.502;38.687;40.262;40.623;37.922;35.08;1229.499;1316.75;1509.51
2015-12-11 23:39:00;1;48829;48829868;-6.118;6.578;94.81;-0.938;2.794;-0.842;-1.241;-0.085;-5.59;-2.306;-2.873;0.888;-4.442;1.406;-0.201;-1.553;-0.985;-0.264;-3.001;-1.341;0.126;0.542;31.749;34.826;37.193;38.281;38.363;40.229;40.599;37.807;35.015;1221.942;1309.207;1500.288
2015-12-11 23:42:00;1;49009;49009868;-6.121;6.601;94.81;-0.91;2.807;-0.846;-1.208;-0.095;-5.583;-2.324;-2.831;0.863;-4.466;1.378;-0.197;-1.499;-0.949;-0.277;-3.106;-1.317;0.146;0.549;31.953;34.994;37.092;38.335;38.365;40.146;40.552;37.846;34.953;1213.663;1301.477;1491.136
2015-12-11 23:45:00;3;49191;49191868;-6.087;6.565;94.81;-0.935;2.807;-0.85;-1.201;-0.071;-5.547;-2.282;-2.827;0.858;-4.497;1.371;-0.2;-1.513;-0.95;-0.256;-3.229;-1.338;0.201;0.542;31.827;35.056;37.069;38.211;38.099;40.145;40.486;37.646;34.862;1205.453;1293.463;1481.434
2015-12-11 23:48:00;1;49369;49369868;-6.077;6.579;94.81;-0.929;2.766;-0.826;-1.19;-0.123;-5.537;-2.281;-2.791;0.874;-4.511;1.318;-0.179;-1.547;-0.932;-0.255;-3.285;-1.319;0.215;0.521;31.97;35.1;37.183;38.168;38.378;40.023;40.408;37.772;34.997;1197.545;1285.286;1472.412
2015-12-11 23:51:00;1;49549;49549868;-6.045;6.619;94.81;-0.919;2.792;-0.826;-1.187;-0.09;-5.578;-2.255;-2.783;0.852;-4.549;1.358;-0.176;-1.508;-0.926;-0.244;-3.403;-1.325;0.273;0.526;31.874;34.975;36.861;38.109;38.069;39.977;40.274;37.59;34.879;1189.391;1276.808;1462.883
2015-12-11 23:54:00;1;49729;49729868;-6.046;6.63;94.81;-0.903;2.782;-0.837;-1.17;-0.117;-5.553;-2.241;-2.756;0.855;-4.558;1.32;-0.151;-1.495;-0.923;-0.241;-3.457;-1.301;0.373;0.543;31.618;34.722;36.825;38.024;38.276;39.875;40.334;37.573;34.975;1181.409;1268.46;1453.467
2015-12-11 23:57:00;1;49909;49909868;-6.001;6.642;94.81;-0.886;2.803;-0.836;-1.167;-0.108;-5.555;-2.23;-2.75;0.844;-4.598;1.344;-0.186;-1.476;-0.911;-0.252;-3.579;-1.292;0.462;0.557;31.527;34.598;36.769;37.947;38.058;39.828;40.194;37.447;34.72;1173.126;1259.785;1443.635
