DATETIME;t(s);0;1;2;3;4;5;6;7;8;9;$P_e$(2.2m);$P_e$(2.6m);$P_e$(3.0m);$P_e$(3.4m);$P_e$(3.8m)
2015-07-31 11:02:00;0;140145.4617331032;140278.68109427375;146478.05586139217;146665.6693865297;153459.03797628003;153571.6201792536;158634.17913363312;158846.97196991646;166979.52584984366;167099.42534156487;140197.2915;146561.15498;153521.4152;158720.06423999998;167042.03956
2015-07-31 11:04:00;119;139394.27381092744;139698.91758533454;145613.50580857083;145786.5504233439;152902.68344780256;153082.43686107564;158778.13366206587;158997.8995366901;166562.4768178256;166693.1477067315;139528.49977999998;145685.52046;152969.8344;158906.22276;166607.66968
2015-07-31 11:06:00;239;138802.94004628825;139103.14659579267;144801.4853362157;145188.2682563902;152700.02286700133;152910.2052173804;158635.33237862398;158939.1213098657;166304.62986205445;166506.6469944491;139011.39278;145006.3866;152762.9916;158733.85376;166421.51116
2015-07-31 11:08:00;359;138592.52211734842;138918.9613177299;144416.19837142696;144657.80528513942;152258.33410280486;152537.6169790508;158260.04125275702;158768.6768986201;165976.1250067149;166147.50246753602;138759.73404;144561.67458;152438.93787999998;158575.27427999998;166097.45744
2015-07-31 11:10:00;479;138354.62015695072;138685.18443743617;144046.45053303457;144439.12597738084;151982.68496355295;152201.4580579696;158057.92272589376;158687.39808005845;165752.27619039628;166078.0623954632;138535.65433999998;144244.51562;152045.93656;158423.58956;165918.19368
2015-07-31 11:12:00;602;138136.40215631088;138665.15321689207;143669.14198850596;143968.3275872449;151793.62362676964;152265.12774707028;158176.98613018365;158553.242763773;165437.8915815157;165755.25423095401;138404.65389999998;143854.96168;152045.93656;158320.16816;165538.98188
2015-07-31 11:14:00;722;138015.6571096789;138633.48776185;143388.87782980205;144028.9864200917;151668.8905586197;152060.1541436186;157904.61842797714;158310.43872387928;165046.04021366037;165561.6012231596;138301.23249999998;143689.48744;151873.56756;158106.4306;165311.4548
2015-07-31 11:16:00;841;137915.0799803441;138318.25642467235;143027.86865759004;143689.08348558907;151446.06837013853;151942.1184290507;157546.03485364208;158260.60787370885;164884.04202579084;165145.35707919727;138152.99516;143368.8811;151701.19856;157940.95636;165097.71724
2015-07-31 11:18:00;961;137778.2084432399;138318.85991691856;143274.4729055166;143627.93742095117;151184.41416783645;151625.74426590337;157441.38757522966;158104.9114356795;164602.71882773054;165083.56552254455;138028.88947999998;143368.8811;151515.04004;157809.95591999998;164877.08492
2015-07-31 11:20:00;1080;137631.73153108498;138169.07548842242;142817.68099575196;143521.50569991855;151048.69253825885;151697.5215712669;157242.91329599588;158146.09250883132;164429.59702634256;165080.77711484878;137856.52048;143193.06472;151370.25008;157651.37644;164794.3478
2015-07-31 11:22:00;1200;137309.3772609579;138077.45279189985;142710.44752170396;143584.8670319354;151005.5241577877;151450.36234430585;157058.20646116254;157853.54630424408;164155.8611893632;164505.32680613684;137811.70454;143068.95904;151335.77628;157403.16508;164428.92552
2015-07-31 11:24:00;1320;137369.57240724447;138348.7296081014;142731.50272838437;143360.05877376272;150865.74017508366;151317.34581170595;156776.51173324004;157548.50076959308;163974.40016483638;164287.98306060678;137759.99383999998;142837.98458;151073.77539999998;157320.42796;164166.92463999998
2015-07-31 11:26:00;1439;137053.15710078998;138057.61842751002;142430.78218569048;143121.268170479;150656.58691536612;151355.6136776293;156242.32080347906;157376.47205197642;163862.24517909222;164367.02115108524;137697.941;142734.56318;150887.61688;157003.269;164208.2932
2015-07-31 11:28:00;1559;137031.71115947427;137983.99039681235;142406.7412408866;143247.46731208998;150346.62126897072;151246.5050979253;156360.13271413316;157347.10750677064;163777.0015527065;164509.6893919332;137573.83531999998;142682.85248;150763.5112;156879.16332;164111.76656
2015-07-31 11:30:00;1679;136653.39260120087;138126.8238373847;142032.45201743708;142956.82544097686;150505.26126615587;151277.1615207986;156196.84519304035;157094.69109522953;163521.69775211133;164001.23809109977;137446.28226;142679.4051;150915.19592;156872.26856;164022.13468
2015-07-31 11:32:00;1802;136937.28036194833;137749.7399102306;141823.02644374367;143104.66799974904;149978.68587758736;151070.6783479425;155993.22409475406;157227.33757320273;163695.88130632954;164051.99493816154;137508.3351;142548.40466;150632.51075999998;156748.16288;163946.29232
2015-07-31 11:34:00;1922;136581.89576138035;137898.10304246328;141897.6229010153;142919.70697929632;150162.45991748795;151208.60838993397;156133.11432108327;157114.83451260658;163240.72402759903;164216.26356810154;137460.07178;142455.3254;150653.19504;156637.84672;163794.6076
2015-07-31 11:36:00;2041;136970.85202669515;138223.91332049549;141764.29285972263;142908.84173596575;150126.94045272467;150862.6841196582;155612.8734325884;157040.69268612168;163623.33452707264;164406.71222344122;137473.8613;142320.87758;150425.66796;156444.79343999998;163863.5552
