DATETIME;PASSED_SECONDS;PASSED_MSECONDS;P_1B;P_1C;FL_M_2A;P_2B;P_2C;P_3B;P_3C;P_4A;P_4B;P_4C;P_5B;P_5C;P_6A;P_6B;P_6C;P_7B;P_7C;P_8A;P_8B;P_8C;P_9B;P_9C;T_1;T_2;T_3;T_4;T_5;T_6;T_7;T_8;T_9;LC_1;LC_2;LC_3
2015-10-05 10:59:36;3000;3000967;0.113;0.002;1.85;0.057;-0.007;-0.035;0.007;-0.009;0.018;0.009;-0.036;0.048;0.073;0.148;0.061;-0.091;0.105;0.047;0.01;0.022;0.001;-0.031;21.115;21.104;20.934;20.875;20.999;20.974;21.029;21.133;21.275;-91.582;-1.571;129.399
2015-10-05 10:59:37;3001;3001967;0.103;-0.005;1.86;0.075;0.0;-0.036;-0.003;0.003;0.003;0.011;-0.028;0.036;0.076;0.157;0.057;-0.083;0.103;0.056;0.0;0.024;0.0;-0.036;21.123;21.105;20.936;20.879;21.009;20.978;21.029;21.132;21.275;-91.724;-1.547;129.304
2015-10-05 10:59:38;3002;3002967;0.109;0.001;1.87;0.062;-0.003;-0.022;0.017;-0.015;0.011;0.02;-0.019;0.047;0.07;0.172;0.064;-0.089;0.092;0.051;-0.002;0.01;-0.005;-0.041;21.116;21.106;20.93;20.875;21.007;20.983;21.037;21.127;21.279;-91.67;-1.548;129.434
2015-10-05 10:59:39;3003;3003967;0.121;0.0;1.88;0.063;-0.003;-0.019;0.003;-0.011;0.003;0.008;-0.019;0.048;0.089;0.177;0.068;-0.076;0.096;0.06;-0.008;0.019;-0.014;-0.034;21.116;21.1;20.939;20.874;21.005;20.973;21.019;21.128;21.276;-91.766;-1.56;129.445
2015-10-05 10:59:40;3004;3004967;0.106;0.0;1.88;0.051;-0.009;-0.019;-0.011;-0.001;0.013;0.001;-0.013;0.044;0.075;0.161;0.051;-0.082;0.099;0.067;-0.009;0.029;-0.009;-0.061;21.124;21.105;20.943;20.878;21.015;20.972;21.032;21.136;21.287;-91.672;-1.596;129.416
2015-10-05 10:59:41;3005;3005967;0.114;-0.006;1.9;0.046;-0.002;-0.038;-0.004;-0.021;0.015;-0.002;-0.026;0.051;0.077;0.138;0.073;-0.081;0.108;0.058;0.004;0.021;-0.018;-0.025;21.113;21.098;20.934;20.872;20.997;20.972;21.014;21.137;21.274;-91.742;-1.586;129.354
2015-10-05 10:59:42;3006;3006967;0.112;-0.006;1.89;0.047;0.001;-0.041;-0.009;-0.009;0.002;0.024;-0.015;0.053;0.066;0.143;0.068;-0.084;0.093;0.058;0.01;0.028;-0.013;-0.045;21.116;21.107;20.931;20.872;20.995;20.988;21.033;21.141;21.275;-91.613;-1.576;129.4
2015-10-05 10:59:43;3007;3007967;0.126;0.0;1.88;0.061;0.008;-0.027;-0.006;-0.003;0.009;0.017;-0.03;0.049;0.083;0.15;0.05;-0.104;0.112;0.052;0.013;0.038;-0.018;-0.032;21.119;21.101;20.931;20.873;21.001;20.977;21.025;21.135;21.269;-91.573;-1.556;129.486
2015-10-05 10:59:44;3008;3008967;0.129;0.001;1.9;0.06;0.006;-0.044;-0.02;-0.026;-0.004;-0.017;-0.037;0.039;0.068;0.142;0.058;-0.086;0.091;0.063;0.001;0.023;-0.032;-0.03;21.117;21.104;20.927;20.861;21.003;20.978;21.034;21.143;21.27;-91.726;-1.697;129.396
2015-10-05 10:59:45;3009;3009967;0.114;0.004;1.93;0.071;-0.001;-0.03;-0.003;-0.025;0.01;0.018;-0.03;0.05;0.075;0.152;0.076;-0.08;0.108;0.054;0.001;0.024;-0.017;-0.041;21.116;21.091;20.916;20.867;21.005;20.966;21.017;21.13;21.263;-91.661;-1.645;129.473
2015-10-05 10:59:46;3010;3010967;0.121;-0.011;1.91;0.063;0.002;-0.026;-0.012;-0.026;0.002;-0.006;-0.043;0.046;0.068;0.163;0.069;-0.097;0.093;0.052;0.001;0.027;-0.004;-0.028;21.127;21.108;20.938;20.87;21.008;20.98;21.029;21.14;21.276;-91.67;-1.631;129.235
2015-10-05 10:59:47;3011;3011967;0.114;-0.007;1.9;0.079;-0.003;-0.015;-0.009;-0.02;0.018;-0.003;-0.033;0.03;0.07;0.151;0.071;-0.088;0.103;0.041;0.019;0.026;-0.025;-0.031;21.116;21.112;20.93;20.878;21.01;20.987;21.04;21.147;21.268;-91.642;-1.599;129.488
2015-10-05 10:59:48;3012;3012967;0.122;0.0;1.9;0.08;-0.003;-0.021;-0.006;-0.029;0.005;0.002;-0.02;0.037;0.075;0.163;0.068;-0.089;0.098;0.054;0.001;0.023;-0.007;-0.048;21.106;21.102;20.921;20.865;21.003;20.975;21.019;21.133;21.27;-91.731;-1.64;129.392
2015-10-05 10:59:49;3013;3013967;0.123;-0.008;1.9;0.079;-0.006;-0.015;-0.004;-0.022;0.014;0.021;-0.032;0.044;0.063;0.154;0.055;-0.081;0.097;0.05;-0.003;0.02;-0.005;-0.041;21.125;21.1;20.935;20.874;21.012;20.982;21.028;21.137;21.285;-91.789;-1.679;129.456
2015-10-05 10:59:50;3014;3014967;0.116;-0.004;1.91;0.071;-0.001;-0.025;-0.006;-0.011;0.005;0.004;-0.017;0.041;0.076;0.159;0.054;-0.082;0.102;0.051;0.008;0.016;-0.011;-0.01;21.128;21.113;20.942;20.879;21.021;20.981;21.042;21.144;21.293;-91.69;-1.608;129.474
2015-10-05 10:59:51;3015;3015967;0.115;-0.002;1.91;0.083;-0.015;-0.018;-0.007;-0.012;-0.007;0.009;-0.024;0.033;0.073;0.151;0.057;-0.079;0.093;0.029;0.008;0.032;-0.005;-0.04;21.121;21.112;20.931;20.875;21.019;20.981;21.035;21.153;21.286;-91.624;-1.602;129.371
2015-10-05 10:59:52;3016;3016967;0.109;0.004;1.91;0.07;0.002;-0.017;-0.001;-0.005;0.004;-0.003;-0.01;0.046;0.069;0.142;0.068;-0.084;0.108;0.059;-0.003;0.022;-0.009;-0.028;21.122;21.117;20.944;20.868;21.025;20.985;21.041;21.151;21.287;-91.6;-1.57;129.454
2015-10-05 10:59:53;3017;3017967;0.124;-0.023;1.91;0.08;-0.008;-0.013;-0.012;-0.008;0.014;0.017;-0.029;0.045;0.069;0.15;0.052;-0.071;0.099;0.055;0.009;0.013;-0.005;-0.037;21.111;21.107;20.933;20.873;21.013;20.99;21.025;21.154;21.282;-91.74;-1.605;129.308
2015-10-05 10:59:54;3018;3018967;0.126;-0.004;1.91;0.08;-0.007;-0.029;-0.019;-0.005;0.017;0.01;-0.032;0.04;0.078;0.147;0.054;-0.107;0.107;0.05;-0.002;0.021;-0.015;-0.037;21.104;21.102;20.936;20.884;21.011;20.982;21.028;21.142;21.284;-91.75;-1.595;129.327
2015-10-05 10:59:55;3019;3019967;0.114;-0.015;1.91;0.086;-0.001;-0.04;0.0;0.006;-0.003;0.017;-0.02;0.035;0.083;0.144;0.049;-0.09;0.077;0.063;-0.007;0.032;-0.004;-0.043;21.117;21.103;20.948;20.874;21.011;20.983;21.033;21.15;21.302;-91.601;-1.678;129.354
2015-10-05 10:59:56;3020;3020967;0.138;0.0;1.91;0.084;0.002;-0.021;-0.005;0.001;0.014;0.0;-0.019;0.039;0.083;0.154;0.052;-0.098;0.111;0.045;0.004;0.015;-0.007;-0.048;21.114;21.115;20.938;20.878;21.02;20.984;21.029;21.152;21.299;-91.807;-1.543;129.39
2015-10-05 10:59:57;3021;3021967;0.125;-0.009;1.91;0.085;0.005;-0.034;-0.009;0.009;-0.001;0.011;-0.019;0.054;0.075;0.159;0.06;-0.087;0.094;0.039;-0.002;0.031;-0.003;-0.045;21.103;21.114;20.933;20.869;21.008;20.967;21.028;21.148;21.298;-91.641;-1.529;129.409
2015-10-05 10:59:58;3022;3022967;0.128;-0.009;1.91;0.087;-0.002;-0.019;-0.003;-0.008;0.01;-0.001;-0.033;0.034;0.079;0.15;0.062;-0.084;0.082;0.041;-0.018;0.029;0.004;-0.043;21.112;21.113;20.938;20.87;21.012;20.98;21.023;21.148;21.3;-91.734;-1.676;129.375
2015-10-05 10:59:59;3023;3023967;0.121;0.008;1.89;0.095;0.002;-0.032;-0.003;-0.023;0.0;0.018;-0.012;0.033;0.076;0.15;0.043;-0.101;0.096;0.048;-0.001;0.023;-0.007;-0.049;21.1;21.125;20.934;20.874;21.022;20.981;21.02;21.16;21.293;-91.797;-1.745;129.243
2015-10-05 11:00:00;3024;3024967;0.116;-0.003;1.89;0.069;0.006;-0.036;-0.003;0.002;0.008;0.021;-0.022;0.036;0.068;0.149;0.049;-0.087;0.109;0.043;-0.003;0.006;-0.005;-0.047;21.124;21.123;20.944;20.87;21.021;20.984;21.025;21.16;21.306;-91.797;-1.735;129.349
2015-10-05 11:00:01;3025;3025967;0.136;-0.006;1.85;0.064;-0.012;-0.046;-0.015;-0.023;0.014;0.0;-0.02;0.039;0.082;0.151;0.066;-0.096;0.085;0.051;-0.006;0.016;-0.002;-0.048;21.11;21.113;20.933;20.873;21.022;20.974;21.025;21.155;21.303;-91.813;-1.655;129.275
2015-10-05 11:00:02;3026;3026967;0.123;-0.012;1.86;0.078;-0.005;-0.037;-0.028;-0.011;-0.004;0.008;-0.023;0.021;0.07;0.159;0.048;-0.088;0.099;0.065;0.002;0.029;-0.012;-0.046;21.119;21.126;20.935;20.879;21.029;20.981;21.034;21.164;21.311;-91.761;-1.611;129.319
2015-10-05 11:00:03;3027;3027967;0.128;-0.007;1.88;0.061;-0.005;-0.043;-0.01;-0.024;-0.009;-0.006;-0.019;0.032;0.066;0.169;0.05;-0.088;0.109;0.046;0.003;0.025;-0.015;-0.042;21.114;21.128;20.941;20.878;21.014;20.987;21.027;21.151;21.306;-91.662;-1.848;129.353
2015-10-05 11:00:04;3028;3028967;0.12;-0.007;1.95;0.079;-0.008;-0.039;-0.024;-0.016;0.002;0.01;-0.028;0.037;0.084;0.154;0.072;-0.074;0.103;0.053;0.0;0.028;0.005;-0.039;21.114;21.126;20.937;20.874;21.023;20.99;21.041;21.156;21.309;-91.791;-1.605;129.329
2015-10-05 11:00:05;3029;3029967;0.102;-0.004;1.94;0.074;-0.019;-0.022;-0.008;-0.014;-0.003;0.007;-0.018;0.046;0.069;0.161;0.082;-0.081;0.108;0.037;-0.008;0.021;-0.016;-0.035;21.117;21.116;20.933;20.876;21.016;20.969;21.03;21.159;21.296;-91.62;-1.624;129.466
2015-10-05 11:00:06;3030;3030967;0.117;-0.008;1.93;0.06;-0.004;-0.036;-0.006;-0.029;0.006;0.012;-0.024;0.042;0.077;0.16;0.061;-0.092;0.099;0.035;0.004;0.02;-0.016;-0.018;21.103;21.123;20.939;20.869;21.014;20.988;21.038;21.162;21.304;-91.68;-1.561;129.34
2015-10-05 11:00:07;3031;3031967;0.122;-0.004;1.93;0.091;-0.001;-0.017;-0.001;-0.033;-0.009;0.014;-0.023;0.049;0.074;0.16;0.077;-0.088;0.101;0.044;-0.011;0.022;0.0;-0.05;21.109;21.119;20.932;20.861;21.013;20.974;21.028;21.142;21.302;-91.654;-1.667;129.38
2015-10-05 11:00:08;3032;3032967;0.106;-0.007;1.94;0.082;-0.001;-0.038;-0.01;-0.025;-0.001;0.015;-0.01;0.042;0.077;0.164;0.079;-0.08;0.098;0.042;0.004;0.031;-0.002;-0.031;21.123;21.118;20.928;20.87;21.013;20.98;21.03;21.144;21.306;-91.581;-1.598;129.371
2015-10-05 11:00:09;3033;3033967;0.123;-0.015;1.93;0.068;0.003;-0.033;-0.003;-0.02;-0.001;0.022;-0.018;0.047;0.069;0.145;0.049;-0.105;0.096;0.037;-0.014;0.022;-0.002;-0.034;21.115;21.128;20.934;20.868;21.012;20.979;21.031;21.153;21.292;-91.613;-1.752;129.368
2015-10-05 11:00:10;3034;3034967;0.127;-0.006;1.93;0.079;0.002;-0.045;-0.008;0.002;-0.007;0.017;-0.016;0.039;0.075;0.145;0.061;-0.087;0.095;0.041;-0.001;0.026;-0.005;-0.027;21.126;21.119;20.935;20.872;21.021;20.983;21.04;21.157;21.302;-91.719;-1.526;129.421
2015-10-05 11:00:11;3035;3035967;0.123;-0.009;1.93;0.095;-0.011;-0.025;-0.009;-0.002;-0.003;0.014;-0.021;0.036;0.061;0.153;0.049;-0.092;0.115;0.056;-0.004;0.017;-0.009;-0.038;21.113;21.125;20.927;20.877;21.012;20.979;21.022;21.145;21.3;-91.789;-1.626;129.269
2015-10-05 11:00:12;3036;3036967;0.123;-0.005;1.93;0.083;0.0;-0.033;-0.003;-0.008;-0.001;-0.014;-0.022;0.049;0.072;0.151;0.059;-0.092;0.11;0.033;-0.003;0.018;-0.002;-0.051;21.115;21.113;20.926;20.866;21.007;20.972;21.031;21.146;21.297;-91.819;-1.48;129.496
2015-10-05 11:00:13;3037;3037967;0.14;-0.01;1.93;0.07;0.001;-0.032;-0.01;-0.005;0.0;0.009;-0.018;0.043;0.084;0.159;0.065;-0.084;0.117;0.044;-0.001;0.019;-0.002;-0.039;21.118;21.11;20.938;20.87;21.011;20.974;21.026;21.141;21.292;-91.637;-1.543;129.383
2015-10-05 11:00:14;3038;3038967;0.122;0.002;1.93;0.085;-0.005;-0.039;-0.008;-0.017;-0.001;0.013;0.002;0.035;0.087;0.169;0.061;-0.092;0.106;0.033;-0.014;0.033;-0.016;-0.046;21.114;21.128;20.944;20.872;21.018;20.982;21.031;21.15;21.293;-91.646;-1.5;129.514
2015-10-05 11:00:15;3039;3039967;0.119;-0.005;1.93;0.064;-0.011;-0.04;-0.011;-0.016;-0.013;0.015;-0.012;0.034;0.083;0.155;0.065;-0.089;0.103;0.055;-0.015;0.03;-0.017;-0.046;21.112;21.118;20.936;20.87;21.014;20.967;21.019;21.139;21.292;-91.596;-1.495;129.479
2015-10-05 11:00:16;3040;3040967;0.126;-0.008;1.9;0.083;0.005;-0.042;-0.019;-0.026;-0.017;0.014;-0.036;0.045;0.065;0.155;0.065;-0.085;0.103;0.039;-0.009;0.029;-0.001;-0.037;21.118;21.124;20.939;20.893;21.021;20.975;21.025;21.141;21.295;-91.813;-1.652;129.438
2015-10-05 11:00:17;3041;3041967;0.125;0.002;1.89;0.089;0.014;-0.024;0.011;-0.011;-0.011;0.007;-0.033;0.045;0.064;0.157;0.062;-0.091;0.106;0.057;-0.012;0.029;-0.006;-0.04;21.115;21.125;20.93;20.871;21.012;20.979;21.021;21.151;21.296;-91.671;-1.56;129.409
2015-10-05 11:00:18;3042;3042967;0.11;0.001;1.89;0.079;0.002;-0.034;-0.022;-0.018;-0.002;0.004;-0.014;0.047;0.08;0.157;0.055;-0.08;0.109;0.044;0.012;0.021;-0.01;-0.013;21.112;21.12;20.932;20.863;21.007;20.958;21.015;21.138;21.28;-91.642;-1.697;129.438
2015-10-05 11:00:19;3043;3043967;0.116;0.002;1.9;0.087;-0.001;-0.032;-0.008;-0.005;-0.008;0.022;-0.019;0.043;0.072;0.156;0.067;-0.096;0.112;0.057;-0.007;0.021;0.001;-0.024;21.114;21.122;20.941;20.875;21.014;20.966;21.023;21.142;21.289;-91.812;-1.673;129.477
2015-10-05 11:00:20;3044;3044967;0.123;0.002;1.9;0.067;0.004;-0.019;-0.015;-0.007;0.0;0.015;-0.031;0.027;0.071;0.149;0.062;-0.098;0.098;0.05;-0.014;0.024;-0.007;-0.035;21.127;21.133;20.959;20.88;21.019;20.993;21.018;21.146;21.296;-91.705;-1.68;129.376
2015-10-05 11:00:21;3045;3045967;0.132;-0.004;1.93;0.073;-0.018;-0.024;-0.011;0.01;-0.015;0.017;-0.017;0.043;0.075;0.149;0.057;-0.101;0.084;0.065;-0.017;0.02;-0.006;-0.046;21.121;21.117;20.938;20.876;21.007;20.967;21.024;21.142;21.292;-91.701;-1.644;129.46
2015-10-05 11:00:22;3046;3046967;0.13;0.004;1.99;0.071;-0.013;-0.045;-0.009;-0.018;-0.007;0.017;-0.013;0.044;0.067;0.167;0.06;-0.085;0.098;0.059;-0.003;0.024;-0.005;-0.04;21.113;21.121;20.935;20.867;21.01;20.959;21.011;21.148;21.285;-91.749;-1.618;129.44
2015-10-05 11:00:23;3047;3047967;0.127;-0.001;2.03;0.085;-0.005;-0.042;-0.012;-0.004;-0.001;0.024;-0.002;0.05;0.085;0.156;0.052;-0.09;0.089;0.055;0.003;0.022;-0.014;-0.039;21.129;21.14;20.955;20.882;21.002;20.977;21.025;21.15;21.29;-91.718;-1.591;129.404
2015-10-05 11:00:24;3048;3048967;0.131;-0.006;1.97;0.084;-0.005;-0.039;-0.022;-0.011;-0.004;0.031;-0.034;0.031;0.077;0.154;0.056;-0.106;0.094;0.05;-0.019;0.029;-0.004;-0.026;21.117;21.125;20.946;20.877;21.006;20.97;21.025;21.14;21.294;-91.706;-1.674;129.404
2015-10-05 11:00:25;3049;3049967;0.125;0.001;1.98;0.089;0.005;-0.035;-0.009;-0.015;-0.005;0.021;-0.015;0.047;0.074;0.151;0.06;-0.1;0.114;0.042;-0.009;0.023;-0.007;-0.041;21.121;21.115;20.94;20.87;21.0;20.963;21.017;21.135;21.295;-91.727;-1.631;129.381
2015-10-05 11:00:26;3050;3050967;0.143;0.003;2.02;0.08;0.0;-0.038;-0.013;0.004;-0.002;0.009;-0.03;0.037;0.081;0.154;0.066;-0.108;0.117;0.038;-0.014;0.021;-0.003;-0.04;21.119;21.128;20.942;20.866;21.003;20.96;21.021;21.131;21.286;-91.697;-1.649;129.333
2015-10-05 11:00:27;3051;3051967;0.128;0.002;2.0;0.08;-0.007;-0.022;-0.014;-0.007;-0.007;-0.005;-0.019;0.035;0.084;0.163;0.076;-0.107;0.109;0.049;-0.016;0.032;-0.003;-0.046;21.128;21.119;20.95;20.874;20.995;20.958;21.019;21.133;21.279;-91.763;-1.652;129.412
2015-10-05 11:00:28;3052;3052967;0.122;-0.002;1.92;0.079;-0.009;-0.028;-0.009;0.0;-0.002;0.001;-0.022;0.042;0.086;0.16;0.049;-0.106;0.112;0.045;-0.013;0.037;-0.012;-0.049;21.134;21.134;20.954;20.879;21.004;20.964;21.023;21.145;21.297;-91.652;-1.709;129.38
2015-10-05 11:00:29;3053;3053967;0.129;0.0;1.94;0.076;-0.016;-0.041;-0.016;-0.013;-0.012;0.009;-0.036;0.037;0.08;0.155;0.065;-0.104;0.098;0.042;-0.014;0.015;-0.012;-0.037;21.122;21.11;20.939;20.878;20.985;20.957;21.005;21.14;21.293;-91.766;-1.664;129.435
2015-10-05 11:00:30;3054;3054967;0.13;0.006;1.93;0.087;-0.005;-0.029;-0.013;-0.012;-0.015;-0.009;-0.029;0.024;0.08;0.172;0.063;-0.084;0.112;0.052;-0.007;0.029;-0.011;-0.034;21.132;21.117;20.94;20.871;20.998;20.954;21.013;21.144;21.281;-91.832;-1.612;129.384
2015-10-05 11:00:31;3055;3055967;0.122;-0.007;1.96;0.071;-0.011;-0.027;-0.017;-0.008;-0.012;-0.005;-0.027;0.016;0.071;0.17;0.059;-0.104;0.116;0.048;-0.004;0.024;-0.013;-0.024;21.119;21.126;20.936;20.863;21.0;20.948;21.01;21.133;21.293;-91.845;-1.659;129.436
2015-10-05 11:00:32;3056;3056967;0.125;-0.006;1.98;0.075;-0.006;-0.029;-0.003;-0.014;-0.012;-0.002;-0.031;0.033;0.068;0.151;0.04;-0.101;0.105;0.05;-0.025;0.016;-0.021;-0.043;21.124;21.127;20.949;20.872;20.994;20.947;21.002;21.13;21.293;-91.676;-1.579;129.381
2015-10-05 11:00:33;3057;3057967;0.127;-0.003;1.98;0.072;-0.001;-0.025;-0.022;0.004;-0.007;0.016;-0.034;0.033;0.068;0.162;0.056;-0.108;0.105;0.06;0.007;0.016;-0.016;-0.043;21.124;21.122;20.939;20.873;20.98;20.95;21.01;21.132;21.28;-91.705;-1.577;129.432
2015-10-05 11:00:34;3058;3058967;0.126;-0.002;1.98;0.066;-0.004;-0.021;-0.013;-0.01;-0.005;0.013;-0.021;0.039;0.066;0.162;0.061;-0.082;0.11;0.051;0.009;0.026;-0.021;-0.042;21.125;21.128;20.947;20.872;20.992;20.955;21.006;21.14;21.286;-91.684;-1.493;129.39
2015-10-05 11:00:35;3059;3059967;0.122;-0.002;1.99;0.071;0.009;-0.025;-0.014;-0.017;0.01;0.011;-0.033;0.033;0.085;0.166;0.057;-0.085;0.1;0.043;0.002;0.017;-0.023;-0.049;21.123;21.128;20.943;20.858;20.991;20.943;21.006;21.138;21.289;-91.624;-1.588;129.357
2015-10-05 11:00:36;3060;3060967;0.126;0.013;1.98;0.07;0.002;-0.022;-0.009;-0.01;-0.015;0.02;-0.041;0.037;0.076;0.163;0.07;-0.099;0.108;0.04;-0.008;0.021;-0.009;-0.039;21.125;21.13;20.941;20.871;20.982;20.947;20.999;21.132;21.288;-91.656;-1.614;129.263
2015-10-05 11:00:37;3061;3061967;0.123;0.0;1.98;0.061;-0.008;-0.021;-0.005;0.004;-0.01;0.005;-0.016;0.034;0.07;0.161;0.062;-0.088;0.117;0.06;0.002;0.022;-0.016;-0.062;21.131;21.135;20.945;20.868;20.995;20.952;21.015;21.133;21.28;-91.543;-1.406;129.311
2015-10-05 11:00:38;3062;3062967;0.127;-0.007;1.98;0.04;0.002;-0.034;-0.017;-0.01;-0.019;0.015;-0.017;0.033;0.088;0.164;0.051;-0.079;0.103;0.036;0.011;0.04;-0.01;-0.023;21.131;21.14;20.943;20.868;20.992;20.945;21.004;21.141;21.289;-91.727;-1.59;129.313
2015-10-05 11:00:39;3063;3063967;0.128;0.0;1.98;0.075;-0.006;-0.029;-0.013;0.013;-0.016;0.022;-0.026;0.036;0.082;0.147;0.066;-0.094;0.11;0.043;-0.005;0.01;-0.021;-0.049;21.126;21.135;20.941;20.857;20.994;20.941;21.003;21.132;21.292;-91.596;-1.436;129.372
2015-10-05 11:00:40;3064;3064967;0.132;0.003;1.99;0.067;-0.003;-0.04;-0.022;-0.005;-0.013;0.002;-0.011;0.028;0.07;0.148;0.054;-0.068;0.11;0.042;-0.004;0.027;-0.023;-0.052;21.122;21.136;20.934;20.856;20.976;20.93;21.005;21.133;21.268;-91.687;-1.444;129.356
2015-10-05 11:00:41;3065;3065967;0.111;-0.005;1.99;0.066;0.0;-0.033;-0.003;-0.01;-0.004;0.01;-0.01;0.037;0.078;0.163;0.067;-0.082;0.117;0.038;-0.02;0.034;-0.009;-0.044;21.138;21.134;20.947;20.871;20.996;20.95;21.008;21.137;21.282;-91.627;-1.659;129.473
2015-10-05 11:00:42;3066;3066967;0.12;-0.011;2.0;0.069;-0.006;-0.027;0.006;-0.01;-0.002;0.011;-0.046;0.041;0.073;0.163;0.065;-0.1;0.1;0.047;-0.003;0.027;-0.022;-0.045;21.144;21.145;20.953;20.872;20.994;20.95;21.018;21.142;21.287;-91.572;-1.595;129.547
2015-10-05 11:00:43;3067;3067967;0.129;-0.007;2.02;0.07;0.0;-0.032;0.001;-0.005;-0.005;0.022;-0.029;0.029;0.09;0.161;0.065;-0.086;0.098;0.048;0.004;0.031;-0.006;-0.024;21.134;21.142;20.93;20.865;20.979;20.949;21.005;21.136;21.285;-91.693;-1.711;129.379
2015-10-05 11:00:44;3068;3068967;0.12;-0.006;1.97;0.089;0.003;-0.021;0.011;-0.02;-0.02;0.022;-0.036;0.036;0.094;0.139;0.067;-0.095;0.091;0.036;-0.001;0.02;-0.014;-0.028;21.135;21.142;20.935;20.87;20.971;20.941;21.001;21.119;21.285;-91.707;-1.653;129.265
2015-10-05 11:00:45;3069;3069967;0.121;0.006;1.97;0.072;-0.002;-0.036;-0.002;-0.005;-0.006;0.019;-0.029;0.029;0.095;0.145;0.07;-0.08;0.099;0.037;0.006;0.019;-0.001;-0.031;21.137;21.143;20.942;20.861;20.995;20.953;21.0;21.137;21.283;-91.603;-1.562;129.427
2015-10-05 11:00:46;3070;3070967;0.117;-0.006;1.97;0.069;0.008;-0.04;-0.006;-0.012;-0.009;0.01;-0.03;0.049;0.084;0.147;0.067;-0.083;0.1;0.038;0.012;0.027;-0.024;-0.042;21.129;21.148;20.931;20.866;20.99;20.946;21.004;21.13;21.286;-91.664;-1.737;129.34
2015-10-05 11:00:47;3071;3071967;0.122;-0.013;2.01;0.074;-0.005;-0.032;-0.008;-0.008;-0.017;0.019;-0.02;0.044;0.085;0.158;0.06;-0.094;0.113;0.047;0.011;0.002;-0.022;-0.044;21.121;21.134;20.936;20.869;21.0;20.946;20.992;21.137;21.285;-91.617;-1.619;129.442
2015-10-05 11:00:48;3072;3072967;0.114;-0.002;2.02;0.079;0.008;-0.032;-0.012;-0.004;-0.005;0.017;-0.019;0.034;0.085;0.156;0.053;-0.09;0.103;0.054;0.006;0.023;-0.018;-0.027;21.127;21.131;20.935;20.858;20.987;20.949;20.992;21.135;21.283;-91.612;-1.584;129.337
2015-10-05 11:00:49;3073;3073967;0.114;-0.009;2.01;0.076;0.001;-0.031;-0.016;0.0;-0.012;0.03;-0.01;0.034;0.083;0.151;0.053;-0.09;0.106;0.055;0.001;0.01;-0.017;-0.054;21.14;21.144;20.942;20.859;20.992;20.945;20.998;21.137;21.302;-91.629;-1.708;129.324
2015-10-05 11:00:50;3074;3074967;0.116;0.0;1.99;0.101;0.003;-0.037;-0.02;-0.011;-0.014;0.008;-0.022;0.039;0.081;0.162;0.076;-0.102;0.099;0.054;0.0;0.013;0.001;-0.032;21.132;21.129;20.934;20.871;20.985;20.95;20.992;21.142;21.304;-91.688;-1.741;129.451
2015-10-05 11:00:51;3075;3075967;0.11;-0.005;1.99;0.095;0.0;-0.04;0.0;-0.006;-0.011;0.026;-0.001;0.03;0.088;0.158;0.069;-0.079;0.109;0.043;0.008;0.02;-0.012;-0.03;21.127;21.138;20.927;20.852;20.983;20.941;20.985;21.125;21.297;-91.686;-1.604;129.372
2015-10-05 11:00:52;3076;3076967;0.11;-0.007;1.98;0.081;-0.007;-0.027;-0.011;-0.014;-0.004;0.009;-0.028;0.033;0.078;0.16;0.067;-0.1;0.121;0.045;-0.015;0.014;-0.006;-0.036;21.137;21.146;20.936;20.87;20.991;20.957;20.997;21.149;21.308;-91.561;-1.596;129.382
2015-10-05 11:00:53;3077;3077967;0.103;0.001;1.98;0.089;-0.004;-0.022;-0.006;-0.014;-0.013;0.013;-0.02;0.043;0.088;0.149;0.048;-0.089;0.116;0.046;-0.015;0.02;-0.012;-0.042;21.121;21.132;20.931;20.859;20.986;20.95;20.99;21.139;21.292;-91.712;-1.642;129.354
2015-10-05 11:00:54;3078;3078967;0.121;0.002;1.98;0.064;-0.01;-0.03;-0.007;0.004;-0.006;0.013;-0.019;0.048;0.085;0.147;0.06;-0.078;0.094;0.031;0.005;0.018;-0.014;-0.035;21.128;21.13;20.936;20.855;20.987;20.943;20.98;21.141;21.295;-91.638;-1.582;129.558
2015-10-05 11:00:55;3079;3079967;0.112;0.003;1.98;0.083;-0.007;-0.027;-0.004;-0.013;0.004;-0.006;-0.015;0.035;0.085;0.143;0.068;-0.084;0.113;0.037;-0.001;0.028;-0.006;-0.044;21.135;21.132;20.941;20.858;20.984;20.954;20.996;21.139;21.3;-91.636;-1.573;129.219
2015-10-05 11:00:56;3080;3080967;0.121;0.001;1.98;0.088;-0.004;-0.023;-0.01;-0.005;0.004;0.018;-0.017;0.035;0.067;0.142;0.054;-0.097;0.112;0.036;-0.018;0.006;0.002;-0.041;21.14;21.149;20.944;20.875;21.003;20.958;21.006;21.158;21.308;-91.648;-1.648;129.252
2015-10-05 11:00:57;3081;3081967;0.123;0.011;1.98;0.093;-0.006;-0.053;-0.016;-0.014;-0.012;-0.004;-0.012;0.034;0.083;0.149;0.057;-0.092;0.101;0.064;-0.001;0.016;0.006;-0.03;21.128;21.129;20.927;20.869;20.985;20.944;20.993;21.14;21.297;-91.555;-1.672;129.329
